param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  2  9  9  2  2  9  2  6  5  10  5  4  10  6  7  5
2  2  100  3  3  10  4  7  7  2  3  2  9  5  2  9  2  7
3  9  3  100  6  5  5  7  6  6  10  9  9  7  4  4  7  3
4  9  3  6  100  6  10  9  7  8  4  9  7  3  10  7  9  9
5  2  10  5  6  100  7  5  4  3  2  5  4  8  4  2  6  10
6  2  4  5  10  7  100  8  5  4  3  2  5  4  6  10  4  10
7  9  7  7  9  5  8  100  5  3  4  3  4  6  3  9  4  9
8  2  7  6  7  4  5  5  100  8  9  5  5  2  10  4  5  8
9  6  2  6  8  3  4  3  8  100  3  8  5  4  4  3  6  8
10  5  3  10  4  2  3  4  9  3  100  2  4  4  6  7  10  10
11  10  2  9  9  5  2  3  5  8  2  100  5  2  6  2  5  4
12  5  9  9  7  4  5  4  5  5  4  5  100  5  5  6  4  3
13  4  5  7  3  8  4  6  2  4  4  2  5  100  3  3  8  10
14  10  2  4  10  4  6  3  10  4  6  6  5  3  100  6  8  10
15  6  9  4  7  2  10  9  4  3  7  2  6  3  6  100  8  9
16  7  2  7  9  6  4  4  5  6  10  5  4  8  8  8  100  4
17  5  7  3  9  10  10  9  8  8  10  4  3  10  10  9  4  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  10  100  100  100  8  5  100  100  100  100  100  100  100  100  100  4
2  10  100  4  100  100  100  100  100  100  100  7  100  100  100  100  100  100
3  100  4  100  4  100  100  100  100  6  100  100  100  100  7  100  100  100
4  100  100  4  100  4  100  100  100  100  3  8  100  100  100  100  100  100
5  100  100  100  4  100  2  100  100  100  100  6  100  100  100  100  100  4
6  8  100  100  100  2  100  7  100  100  100  100  100  100  100  3  100  100
7  5  100  100  100  100  7  100  6  2  100  100  100  100  2  8  100  100
8  100  100  100  100  100  100  6  100  6  100  100  100  100  100  100  100  100
9  100  100  6  100  100  100  2  6  100  5  100  100  100  7  100  5  100
10  100  100  100  3  100  100  100  100  5  100  5  100  100  100  100  100  100
11  100  7  100  8  6  100  100  100  100  5  100  9  100  10  100  100  100
12  100  100  100  100  100  100  100  100  100  100  9  100  2  10  100  100  5
13  100  100  100  100  100  100  100  100  100  100  100  2  100  4  100  6  100
14  100  100  7  100  100  100  2  100  7  100  10  10  4  100  4  100  100
15  100  100  100  100  100  3  8  100  100  100  100  100  100  4  100  4  100
16  100  100  100  100  100  100  100  100  5  100  100  100  6  100  4  100  9
17  4  100  100  100  4  100  100  100  100  100  100  5  100  100  100  9  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  1  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  1
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  1  0  0
7  .  .  .  .  .  .  .  1  1  0  0  0  0  1  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  1  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  1  0  0
7  .  .  .  .  .  .  .  0  1  0  0  0  0  1  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  5  6
2  7  9
3  7  14
4  12  13
5  4  10
6  6  15
7  1  17
8  2  3
9  3  4
10  4  5
11  5  17
12  13  14
13  14  15
14  15  16
15  10  11
16  7  8
;
