param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  4  2  9  10  7  8  9  3  5  2  8  5  3  6  9  5
2  4  100  5  8  3  6  6  3  4  2  5  10  3  2  5  10  3
3  2  5  100  9  7  7  3  4  6  10  3  10  10  7  9  4  7
4  9  8  9  100  5  7  8  10  5  6  3  5  9  10  9  6  8
5  10  3  7  5  100  10  2  10  4  4  2  9  4  8  2  5  9
6  7  6  7  7  10  100  3  10  7  5  7  8  3  8  10  9  2
7  8  6  3  8  2  3  100  6  6  5  5  9  5  8  3  6  8
8  9  3  4  10  10  10  6  100  2  3  4  4  7  6  10  8  6
9  3  4  6  5  4  7  6  2  100  8  8  9  8  2  6  10  8
10  5  2  10  6  4  5  5  3  8  100  9  4  7  10  7  9  3
11  2  5  3  3  2  7  5  4  8  9  100  10  10  7  7  10  3
12  8  10  10  5  9  8  9  4  9  4  10  100  3  6  7  8  3
13  5  3  10  9  4  3  5  7  8  7  10  3  100  10  9  8  7
14  3  2  7  10  8  8  8  6  2  10  7  6  10  100  5  3  8
15  6  5  9  9  2  10  3  10  6  7  7  7  9  5  100  10  9
16  9  10  4  6  5  9  6  8  10  9  10  8  8  3  10  100  10
17  5  3  7  8  9  2  8  6  8  3  3  3  7  8  9  10  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  5  100  6  100  100  100  100  7  100  100  100  100  100  100  100  9
2  5  100  2  100  100  100  8  7  100  100  100  100  100  100  100  100  100
3  100  2  100  2  100  6  100  2  100  100  100  100  100  5  100  2  100
4  6  100  2  100  10  5  100  4  100  100  8  2  100  7  100  100  100
5  100  100  100  10  100  2  100  100  5  100  100  100  100  9  100  100  100
6  100  100  6  5  2  100  2  100  100  100  100  100  100  100  5  2  100
7  100  8  100  100  100  2  100  9  100  100  100  100  100  100  100  100  6
8  100  7  2  4  100  100  9  100  8  100  100  100  100  100  6  100  100
9  7  100  100  100  5  100  100  8  100  5  100  4  100  6  100  5  100
10  100  100  100  100  100  100  100  100  5  100  6  3  4  10  100  100  100
11  100  100  100  8  100  100  100  100  100  6  100  5  100  5  100  100  100
12  100  100  100  2  100  100  100  100  4  3  5  100  6  100  100  100  100
13  100  100  100  100  100  100  100  100  100  4  100  6  100  4  7  100  100
14  100  100  5  7  9  100  100  100  6  10  5  100  4  100  7  100  100
15  100  100  100  100  100  5  100  6  100  100  100  100  7  7  100  5  100
16  100  100  2  100  100  2  100  100  5  100  100  100  100  100  5  100  10
17  9  100  100  100  100  100  6  100  100  100  100  100  100  100  100  10  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  1  0  0  0  0  0  0  0  1  0
4  .  .  .  .  0  0  0  0  0  0  0  1  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  1  1  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  1
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  1  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  1  1  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  1  0  0  0  0  0  0  0  1  0
4  .  .  .  .  0  0  0  0  0  0  0  1  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  1  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  3
2  3  4
3  3  8
4  3  16
5  4  12
6  5  6
7  6  7
8  6  16
9  10  12
10  9  12
11  10  13
12  13  14
13  1  2
14  6  15
15  11  12
16  7  17
;
