param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  5  2  10  5  3  8  2  6  5  4  6  2  4  6  10  3
2  5  100  10  9  6  2  6  6  10  10  7  8  3  7  10  4  9
3  2  10  100  7  9  2  8  4  2  3  10  2  5  10  10  3  4
4  10  9  7  100  6  7  8  2  3  9  3  4  10  8  9  8  5
5  5  6  9  6  100  2  8  10  10  2  4  3  3  7  4  5  6
6  3  2  2  7  2  100  3  10  5  10  8  10  7  9  6  10  10
7  8  6  8  8  8  3  100  8  10  6  5  9  7  2  3  8  5
8  2  6  4  2  10  10  8  100  8  2  4  4  9  4  2  2  7
9  6  10  2  3  10  5  10  8  100  4  3  9  3  9  9  9  10
10  5  10  3  9  2  10  6  2  4  100  8  7  7  8  8  5  8
11  4  7  10  3  4  8  5  4  3  8  100  2  9  10  4  6  10
12  6  8  2  4  3  10  9  4  9  7  2  100  2  8  8  6  3
13  2  3  5  10  3  7  7  9  3  7  9  2  100  10  4  4  5
14  4  7  10  8  7  9  2  4  9  8  10  8  10  100  6  6  9
15  6  10  10  9  4  6  3  2  9  8  4  8  4  6  100  2  3
16  10  4  3  8  5  10  8  2  9  5  6  6  4  6  2  100  9
17  3  9  4  5  6  10  5  7  10  8  10  3  5  9  3  9  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  8  100  7  100  2  100  100  100  9  100  100  100  100  100  8  8
2  8  100  8  8  100  100  100  100  100  100  100  100  3  100  100  7  100
3  100  8  100  5  6  100  100  100  100  100  100  100  100  100  100  100  4
4  7  8  5  100  2  100  100  100  5  100  3  7  100  100  100  100  100
5  100  100  6  2  100  10  100  100  100  3  100  100  100  100  100  100  100
6  2  100  100  100  10  100  3  100  100  100  100  100  100  100  100  100  100
7  100  100  100  100  100  3  100  7  100  100  100  100  100  100  100  100  100
8  100  100  100  100  100  100  7  100  5  100  100  100  7  7  100  100  100
9  100  100  100  5  100  100  100  5  100  8  100  100  100  4  3  100  100
10  9  100  100  100  3  100  100  100  8  100  8  100  100  100  100  100  9
11  100  100  100  3  100  100  100  100  100  8  100  6  100  6  100  100  100
12  100  100  100  7  100  100  100  100  100  100  6  100  8  100  100  100  100
13  100  3  100  100  100  100  100  7  100  100  100  8  100  2  100  100  100
14  100  100  100  100  100  100  100  7  4  100  6  100  2  100  4  100  100
15  100  100  100  100  100  100  100  100  3  100  100  100  100  4  100  3  100
16  8  7  100  100  100  100  100  100  100  100  100  100  100  100  3  100  8
17  8  100  4  100  100  100  100  100  100  9  100  100  100  100  100  8  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  1
4  .  .  .  .  1  0  0  0  1  0  1  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  1  1  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  1  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  1  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  6
2  4  5
3  13  14
4  2  13
5  4  11
6  5  10
7  6  7
8  9  15
9  15  16
10  3  17
11  9  14
12  3  4
13  4  9
14  8  9
15  11  12
16  1  4
;
