param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  3  5  2  8  6  6  7  9  8  9  9  2  6  2  8  9
2  3  100  2  7  7  3  10  6  10  2  3  5  9  3  7  7  3
3  5  2  100  2  4  4  5  8  2  4  6  10  9  5  9  7  9
4  2  7  2  100  10  10  2  8  3  9  3  7  8  3  4  2  6
5  8  7  4  10  100  9  3  10  2  4  10  8  10  8  10  7  8
6  6  3  4  10  9  100  4  5  2  8  4  9  9  7  2  9  6
7  6  10  5  2  3  4  100  2  3  3  4  3  7  7  5  10  6
8  7  6  8  8  10  5  2  100  2  10  3  10  10  5  2  6  6
9  9  10  2  3  2  2  3  2  100  3  9  3  10  3  4  5  2
10  8  2  4  9  4  8  3  10  3  100  8  2  2  3  8  3  7
11  9  3  6  3  10  4  4  3  9  8  100  10  9  7  2  10  9
12  9  5  10  7  8  9  3  10  3  2  10  100  9  2  2  9  3
13  2  9  9  8  10  9  7  10  10  2  9  9  100  9  9  8  4
14  6  3  5  3  8  7  7  5  3  3  7  2  9  100  4  2  5
15  2  7  9  4  10  2  5  2  4  8  2  2  9  4  100  7  7
16  8  7  7  2  7  9  10  6  5  3  10  9  8  2  7  100  3
17  9  3  9  6  8  6  6  6  2  7  9  3  4  5  7  3  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  2  100  100  100  100  2  8  5  6  100  100  2  100  100  100  9
2  2  100  3  100  100  100  9  100  7  100  100  100  100  4  100  6  100
3  100  3  100  6  100  100  6  100  100  100  100  100  100  100  100  100  4
4  100  100  6  100  6  100  100  5  100  7  7  9  100  100  100  10  7
5  100  100  100  6  100  9  100  100  100  100  100  100  4  100  100  6  100
6  100  100  100  100  9  100  8  100  100  7  100  100  100  100  100  100  100
7  2  9  6  100  100  8  100  10  6  100  100  100  100  100  100  100  100
8  8  100  100  5  100  100  10  100  8  100  100  100  9  100  100  100  100
9  5  7  100  100  100  100  6  8  100  6  100  100  100  100  100  100  100
10  6  100  100  7  100  7  100  100  6  100  4  100  100  100  100  100  100
11  100  100  100  7  100  100  100  100  100  4  100  9  100  6  100  100  2
12  100  100  100  9  100  100  100  100  100  100  9  100  9  100  100  100  100
13  2  100  100  100  4  100  100  9  100  100  100  9  100  9  100  100  7
14  100  4  100  100  100  100  100  100  100  100  6  100  9  100  3  100  7
15  100  100  100  100  100  100  100  100  100  100  100  100  100  3  100  3  100
16  100  6  100  10  6  100  100  100  100  100  100  100  100  100  3  100  5
17  9  100  4  7  100  100  100  100  100  100  2  100  7  7  100  5  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  1  0  0  0  0  1  0  1  0  0  0  1  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  1  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  1
4  .  .  .  .  0  0  0  1  0  0  0  1  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  1  0  0  0  0
6  .  .  .  .  .  .  0  0  0  1  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  1
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  1  0  0  0  0  1  0  0  0  0  0  1  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  1  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  1
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  2
2  1  7
3  1  13
4  11  17
5  2  3
6  14  15
7  15  16
8  2  14
9  3  17
10  5  13
11  10  11
12  1  9
13  4  8
14  3  4
15  6  10
16  4  12
;
