param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  2  6  9  2  8  4  5  5  9  4  5  3  5  6  5  10
2  2  100  8  7  5  10  3  6  6  7  10  10  4  9  2  10  2
3  6  8  100  10  5  3  7  6  9  7  2  8  5  9  5  2  7
4  9  7  10  100  2  7  9  6  6  3  7  5  6  5  2  8  10
5  2  5  5  2  100  2  7  4  8  10  4  10  8  4  9  5  9
6  8  10  3  7  2  100  4  8  8  2  3  5  2  7  10  9  4
7  4  3  7  9  7  4  100  4  4  3  7  5  6  2  8  7  9
8  5  6  6  6  4  8  4  100  7  8  7  3  7  10  6  10  9
9  5  6  9  6  8  8  4  7  100  2  10  10  7  6  5  5  5
10  9  7  7  3  10  2  3  8  2  100  5  3  3  5  6  9  8
11  4  10  2  7  4  3  7  7  10  5  100  10  9  9  5  8  4
12  5  10  8  5  10  5  5  3  10  3  10  100  10  7  3  8  7
13  3  4  5  6  8  2  6  7  7  3  9  10  100  10  2  2  5
14  5  9  9  5  4  7  2  10  6  5  9  7  10  100  6  10  10
15  6  2  5  2  9  10  8  6  5  6  5  3  2  6  100  6  3
16  5  10  2  8  5  9  7  10  5  9  8  8  2  10  6  100  2
17  10  2  7  10  9  4  9  9  5  8  4  7  5  10  3  2  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  2  5  100  100  100  100  100  100  3  100  100  100  100  5  100  7
2  2  100  4  100  100  100  100  100  10  100  7  100  100  100  3  100  100
3  5  4  100  4  100  100  100  100  10  100  100  4  100  100  2  100  100
4  100  100  4  100  5  8  4  2  100  100  100  4  100  100  100  100  100
5  100  100  100  5  100  8  4  9  100  4  100  100  100  100  100  100  100
6  100  100  100  8  8  100  7  100  100  100  100  100  100  100  100  100  100
7  100  100  100  4  4  7  100  6  100  100  100  100  100  9  100  100  100
8  100  100  100  2  9  100  6  100  3  100  100  7  3  100  100  100  100
9  100  10  10  100  100  100  100  3  100  5  100  100  9  100  100  100  100
10  3  100  100  100  4  100  100  100  5  100  5  100  100  100  100  2  100
11  100  7  100  100  100  100  100  100  100  5  100  9  6  100  10  100  6
12  100  100  4  4  100  100  100  7  100  100  9  100  9  100  100  100  100
13  100  100  100  100  100  100  100  3  9  100  6  9  100  2  10  100  100
14  100  100  100  100  100  100  9  100  100  100  100  100  2  100  7  9  100
15  5  3  2  100  100  100  100  100  100  100  10  100  10  7  100  4  100
16  100  100  100  100  100  100  100  100  100  2  100  100  100  9  4  100  2
17  7  100  100  100  100  100  100  100  100  100  6  100  100  100  100  2  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
3  .  .  .  1  0  0  0  0  0  0  0  1  0  0  1  0  0
4  .  .  .  .  0  0  1  1  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  1  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  1  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  1  0  0
4  .  .  .  .  0  0  0  1  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  1  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  2
2  3  15
3  4  8
4  10  16
5  13  14
6  16  17
7  1  10
8  2  15
9  8  9
10  8  13
11  3  4
12  3  12
13  4  7
14  5  7
15  10  11
16  6  7
;
