param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  8  3  2  8  9  2  3  4  6  10  8  8  9  7  7  7
2  8  100  3  5  4  9  10  5  6  7  5  6  3  7  10  10  9
3  3  3  100  3  6  8  7  5  6  8  6  6  7  8  6  7  10
4  2  5  3  100  6  9  9  4  2  2  8  6  9  5  2  9  7
5  8  4  6  6  100  10  3  8  7  4  9  6  9  6  4  10  10
6  9  9  8  9  10  100  9  7  5  6  2  8  8  6  5  5  8
7  2  10  7  9  3  9  100  3  4  6  7  2  2  10  10  10  8
8  3  5  5  4  8  7  3  100  6  10  7  4  9  5  9  2  5
9  4  6  6  2  7  5  4  6  100  6  8  6  4  5  6  4  9
10  6  7  8  2  4  6  6  10  6  100  6  3  4  7  6  9  2
11  10  5  6  8  9  2  7  7  8  6  100  7  9  2  10  7  5
12  8  6  6  6  6  8  2  4  6  3  7  100  5  3  9  3  6
13  8  3  7  9  9  8  2  9  4  4  9  5  100  3  8  9  4
14  9  7  8  5  6  6  10  5  5  7  2  3  3  100  9  9  2
15  7  10  6  2  4  5  10  9  6  6  10  9  8  9  100  5  6
16  7  10  7  9  10  5  10  2  4  9  7  3  9  9  5  100  9
17  7  9  10  7  10  8  8  5  9  2  5  6  4  2  6  9  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  4  100  7  100  100  100  100  100  100  100  100  100  100  100  100  7
2  4  100  6  100  3  100  100  100  100  100  100  100  100  100  100  9  100
3  100  6  100  3  100  100  100  100  9  100  100  100  100  100  100  100  100
4  7  100  3  100  2  100  100  100  100  100  100  100  100  10  100  100  100
5  100  3  100  2  100  5  100  100  4  100  7  100  100  100  100  10  100
6  100  100  100  100  5  100  6  100  100  100  100  100  100  8  6  8  6
7  100  100  100  100  100  6  100  7  100  100  100  100  100  3  100  100  100
8  100  100  100  100  100  100  7  100  5  100  100  100  5  100  100  100  9
9  100  100  9  100  4  100  100  5  100  9  100  100  10  100  8  100  5
10  100  100  100  100  100  100  100  100  9  100  3  100  100  100  100  100  9
11  100  100  100  100  7  100  100  100  100  3  100  7  100  8  100  100  100
12  100  100  100  100  100  100  100  100  100  100  7  100  2  100  100  100  100
13  100  100  100  100  100  100  100  5  10  100  100  2  100  8  100  100  100
14  100  100  100  10  100  8  3  100  100  100  8  100  8  100  8  6  100
15  100  100  100  100  100  6  100  100  8  100  100  100  100  8  100  9  100
16  100  9  100  100  10  8  100  100  100  100  100  100  100  6  9  100  3
17  7  100  100  100  100  6  100  9  5  9  100  100  100  100  100  3  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  1  0  1  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  1  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  1  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  1
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  1  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  4  5
2  12  13
3  2  5
4  3  4
5  7  14
6  10  11
7  16  17
8  1  2
9  5  9
10  5  6
11  8  9
12  8  13
13  9  17
14  6  7
15  6  15
16  5  11
;
