param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  2  2  2  6  4  9  9  10  5  9  5  9  7  7  5  7
2  2  100  8  9  8  6  2  4  7  9  3  8  8  10  3  6  10
3  2  8  100  8  9  8  9  8  7  7  9  4  5  7  3  10  5
4  2  9  8  100  6  7  6  4  10  10  2  6  2  3  8  8  5
5  6  8  9  6  100  6  4  7  10  8  7  9  9  3  5  2  9
6  4  6  8  7  6  100  5  3  5  5  8  10  4  7  7  6  3
7  9  2  9  6  4  5  100  6  7  10  5  2  4  5  5  10  7
8  9  4  8  4  7  3  6  100  4  4  7  7  2  4  2  3  2
9  10  7  7  10  10  5  7  4  100  8  3  2  2  2  2  10  9
10  5  9  7  10  8  5  10  4  8  100  6  8  3  8  8  5  9
11  9  3  9  2  7  8  5  7  3  6  100  4  5  4  4  9  4
12  5  8  4  6  9  10  2  7  2  8  4  100  9  9  7  4  2
13  9  8  5  2  9  4  4  2  2  3  5  9  100  10  8  10  9
14  7  10  7  3  3  7  5  4  2  8  4  9  10  100  9  9  4
15  7  3  3  8  5  7  5  2  2  8  4  7  8  9  100  7  5
16  5  6  10  8  2  6  10  3  10  5  9  4  10  9  7  100  10
17  7  10  5  5  9  3  7  2  9  9  4  2  9  4  5  10  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  9  100  100  100  100  100  100  100  100  100  6  100  100  100  100  8
2  9  100  3  4  100  100  100  7  100  100  10  100  100  100  3  100  100
3  100  3  100  6  100  100  100  100  100  100  7  100  100  100  100  100  9
4  100  4  6  100  9  100  100  100  100  100  100  100  100  100  100  2  100
5  100  100  100  9  100  4  10  100  10  100  100  100  100  100  100  100  100
6  100  100  100  100  4  100  2  5  100  100  100  3  100  100  100  100  100
7  100  100  100  100  10  2  100  10  100  100  100  100  100  100  100  9  100
8  100  7  100  100  100  5  10  100  6  100  100  100  100  100  7  100  100
9  100  100  100  100  10  100  100  6  100  3  100  100  9  6  100  100  100
10  100  100  100  100  100  100  100  100  3  100  9  100  100  100  100  100  100
11  100  10  7  100  100  100  100  100  100  9  100  8  100  100  100  100  4
12  6  100  100  100  100  3  100  100  100  100  8  100  4  100  8  100  100
13  100  100  100  100  100  100  100  100  9  100  100  4  100  8  100  100  2
14  100  100  100  100  100  100  100  100  6  100  100  100  8  100  5  100  100
15  100  3  100  100  100  100  100  7  100  100  100  8  100  5  100  7  100
16  100  100  100  2  100  100  9  100  100  100  100  100  100  100  7  100  6
17  8  100  9  100  100  100  100  100  100  100  4  100  2  100  100  6  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0
2  .  .  1  1  0  0  0  0  0  0  0  0  0  0  1  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  1  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  1  0  0  0  1  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  1
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  1  0  0  0  0  0  0  0  0  0  0  1  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  1  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  1  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  4  16
2  6  7
3  13  17
4  2  3
5  2  15
6  6  12
7  9  10
8  2  4
9  5  6
10  11  17
11  12  13
12  6  8
13  14  15
14  1  12
15  8  9
16  9  14
;
