param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  6  7  4  10  4  8  5  10  8  9  5  4  10  2  8  4
2  6  100  8  10  2  8  4  6  4  8  10  10  2  6  8  7  10
3  7  8  100  8  4  5  2  9  6  9  4  7  9  7  3  10  10
4  4  10  8  100  4  7  2  9  3  2  3  3  8  8  10  5  2
5  10  2  4  4  100  2  4  4  7  4  10  9  6  2  8  4  10
6  4  8  5  7  2  100  2  8  8  7  4  3  5  9  2  10  2
7  8  4  2  2  4  2  100  5  5  8  4  9  8  8  6  9  10
8  5  6  9  9  4  8  5  100  10  3  4  6  6  10  7  2  5
9  10  4  6  3  7  8  5  10  100  9  2  7  9  4  6  2  2
10  8  8  9  2  4  7  8  3  9  100  10  2  9  3  7  10  2
11  9  10  4  3  10  4  4  4  2  10  100  4  8  3  5  9  9
12  5  10  7  3  9  3  9  6  7  2  4  100  6  4  4  7  10
13  4  2  9  8  6  5  8  6  9  9  8  6  100  9  6  3  5
14  10  6  7  8  2  9  8  10  4  3  3  4  9  100  8  5  10
15  2  8  3  10  8  2  6  7  6  7  5  4  6  8  100  2  3
16  8  7  10  5  4  10  9  2  2  10  9  7  3  5  2  100  7
17  4  10  10  2  10  2  10  5  2  2  9  10  5  10  3  7  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  5  100  100  100  100  100  100  100  100  100  5  100  100  100  100  5
2  5  100  4  100  100  6  100  100  8  100  100  100  100  100  100  100  100
3  100  4  100  8  100  100  100  100  100  7  100  100  100  100  100  100  100
4  100  100  8  100  4  100  10  100  100  100  100  100  100  100  3  100  100
5  100  100  100  4  100  10  100  4  100  100  100  4  100  3  100  100  100
6  100  6  100  100  10  100  4  100  100  4  100  100  4  100  100  100  7
7  100  100  100  10  100  4  100  10  100  4  100  100  100  100  100  100  4
8  100  100  100  100  4  100  10  100  9  100  100  9  100  100  100  3  100
9  100  8  100  100  100  100  100  9  100  9  100  100  6  100  100  100  100
10  100  100  7  100  100  4  4  100  9  100  8  100  100  100  100  100  100
11  100  100  100  100  100  100  100  100  100  8  100  5  100  100  100  100  100
12  5  100  100  100  4  100  100  9  100  100  5  100  5  100  100  100  100
13  100  100  100  100  100  4  100  100  6  100  100  5  100  10  100  100  100
14  100  100  100  100  3  100  100  100  100  100  100  100  10  100  4  100  100
15  100  100  100  3  100  100  100  100  100  100  100  100  100  4  100  3  100
16  100  100  100  100  100  100  100  3  100  100  100  100  100  100  3  100  2
17  5  100  100  100  100  7  4  100  100  100  100  100  100  100  100  2  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  1  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  1  0  0
5  .  .  .  .  .  0  0  0  0  0  0  1  0  1  0  0  0
6  .  .  .  .  .  .  1  0  0  1  0  0  1  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  1
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  1  0
9  .  .  .  .  .  .  .  .  .  0  0  0  1  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  1  0  0
5  .  .  .  .  .  0  0  0  0  0  0  1  0  1  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  1  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  16  17
2  4  15
3  5  14
4  8  16
5  15  16
6  2  3
7  4  5
8  5  12
9  6  7
10  6  10
11  6  13
12  7  17
13  1  2
14  1  12
15  11  12
16  9  13
;
