param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  5  6  6  4  8  10  3  6  7  2  6  5  7  5  5  8
2  5  100  10  8  9  6  6  4  2  10  4  6  4  9  6  5  9
3  6  10  100  4  8  7  7  6  8  3  7  10  8  3  10  5  8
4  6  8  4  100  5  4  2  4  3  10  3  9  5  6  4  9  3
5  4  9  8  5  100  3  3  4  8  10  8  6  6  7  10  10  6
6  8  6  7  4  3  100  8  6  6  8  2  9  6  8  7  10  5
7  10  6  7  2  3  8  100  10  9  10  9  3  9  2  9  8  8
8  3  4  6  4  4  6  10  100  4  10  3  5  9  7  9  2  8
9  6  2  8  3  8  6  9  4  100  8  9  6  8  9  4  7  4
10  7  10  3  10  10  8  10  10  8  100  7  8  10  6  5  6  7
11  2  4  7  3  8  2  9  3  9  7  100  8  6  8  2  2  3
12  6  6  10  9  6  9  3  5  6  8  8  100  6  6  8  5  8
13  5  4  8  5  6  6  9  9  8  10  6  6  100  9  4  6  10
14  7  9  3  6  7  8  2  7  9  6  8  6  9  100  7  6  4
15  5  6  10  4  10  7  9  9  4  5  2  8  4  7  100  4  9
16  5  5  5  9  10  10  8  2  7  6  2  5  6  6  4  100  9
17  8  9  8  3  6  5  8  8  4  7  3  8  10  4  9  9  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  2  100  3  100  100  100  9  100  100  100  8  100  100  100  4  8
2  2  100  9  3  100  100  100  100  100  100  100  100  100  100  100  8  10
3  100  9  100  8  100  100  100  5  8  100  100  100  100  100  100  100  5
4  3  3  8  100  4  100  8  100  6  100  100  100  100  100  3  100  100
5  100  100  100  4  100  3  5  10  3  2  100  6  100  100  100  100  100
6  100  100  100  100  3  100  4  5  100  100  100  100  7  100  100  100  100
7  100  100  100  8  5  4  100  7  100  100  100  100  100  100  100  100  100
8  9  100  5  100  10  5  7  100  4  100  100  100  7  100  10  100  100
9  100  100  8  6  3  100  100  4  100  8  100  100  100  100  100  100  100
10  100  100  100  100  2  100  100  100  8  100  7  7  4  100  100  100  100
11  100  100  100  100  100  100  100  100  100  7  100  3  10  5  10  9  100
12  8  100  100  100  6  100  100  100  100  7  3  100  6  8  100  100  9
13  100  100  100  100  100  7  100  7  100  4  10  6  100  10  100  100  7
14  100  100  100  100  100  100  100  100  100  100  5  8  10  100  3  100  100
15  100  100  100  3  100  100  100  10  100  100  10  100  100  3  100  10  100
16  4  8  100  100  100  100  100  100  100  100  9  100  100  100  10  100  2
17  8  10  5  100  100  100  100  100  100  100  100  9  7  100  100  2  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  1  0  1  0  0  0  0  0  0  0  0  0  0  0  1  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  1  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  1  0  0
5  .  .  .  .  .  1  0  0  1  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  1  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  1  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  1  0  0
5  .  .  .  .  .  1  0  0  1  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  2
2  5  10
3  16  17
4  1  4
5  4  15
6  5  6
7  5  9
8  11  12
9  14  15
10  1  16
11  4  5
12  6  7
13  8  9
14  10  13
15  3  8
16  11  14
;
