param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  8  4  8  5  3  7  9  4  7  6  4  7  9  10  3  2
2  8  100  5  3  10  7  8  8  5  4  4  9  8  7  4  2  4
3  4  5  100  4  9  6  10  2  6  6  10  6  6  2  4  7  8
4  8  3  4  100  6  5  9  4  3  9  9  7  4  2  4  6  5
5  5  10  9  6  100  4  3  5  8  9  7  4  3  4  10  7  6
6  3  7  6  5  4  100  2  10  5  5  2  3  8  6  4  5  3
7  7  8  10  9  3  2  100  8  2  6  7  6  4  2  8  8  6
8  9  8  2  4  5  10  8  100  10  3  8  4  2  3  9  2  8
9  4  5  6  3  8  5  2  10  100  4  5  5  6  4  3  5  8
10  7  4  6  9  9  5  6  3  4  100  5  10  10  4  6  10  2
11  6  4  10  9  7  2  7  8  5  5  100  8  8  6  9  2  8
12  4  9  6  7  4  3  6  4  5  10  8  100  10  2  9  7  8
13  7  8  6  4  3  8  4  2  6  10  8  10  100  6  9  7  4
14  9  7  2  2  4  6  2  3  4  4  6  2  6  100  10  10  2
15  10  4  4  4  10  4  8  9  3  6  9  9  9  10  100  9  7
16  3  2  7  6  7  5  8  2  5  10  2  7  7  10  9  100  8
17  2  4  8  5  6  3  6  8  8  2  8  8  4  2  7  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  10  100  100  3  100  100  6  100  100  100  100  100  100  10  100  3
2  10  100  10  100  100  100  4  100  100  100  100  100  100  100  5  100  100
3  100  10  100  9  7  10  100  100  3  100  100  100  100  4  100  4  9
4  100  100  9  100  5  100  100  100  100  100  6  9  100  100  100  100  100
5  3  100  7  5  100  2  100  100  100  100  100  100  100  5  100  100  100
6  100  100  10  100  2  100  8  10  2  100  100  100  3  100  100  100  100
7  100  4  100  100  100  8  100  8  5  8  100  100  100  3  100  100  100
8  6  100  100  100  100  10  8  100  6  100  100  5  100  100  100  100  100
9  100  100  3  100  100  2  5  6  100  3  100  10  100  8  3  100  100
10  100  100  100  100  100  100  8  100  3  100  2  100  100  100  10  100  100
11  100  100  100  6  100  100  100  100  100  2  100  5  100  100  5  100  100
12  100  100  100  9  100  100  100  5  10  100  5  100  6  3  100  100  100
13  100  100  100  100  100  3  100  100  100  100  100  6  100  7  100  100  100
14  100  100  4  100  5  100  3  100  8  100  100  3  7  100  10  7  10
15  10  5  100  100  100  100  100  100  3  10  5  100  100  10  100  2  6
16  100  100  4  100  100  100  100  100  100  100  100  100  100  7  2  100  9
17  3  100  9  100  100  100  100  100  100  100  100  100  100  10  6  9  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  1  0  0  0  0  1  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  1  0  0  0  1  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  1  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  1  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  1  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  1  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  1  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  1  0  0  0  1  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  5  6
2  6  9
3  10  11
4  15  16
5  1  5
6  1  17
7  3  9
8  6  13
9  7  14
10  9  10
11  9  15
12  12  14
13  2  7
14  3  14
15  4  5
16  8  12
;
