param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  10  8  6  6  10  5  2  4  9  4  7  10  8  2  9  4
2  10  100  5  9  8  4  9  2  8  7  4  7  6  4  3  7  2
3  8  5  100  9  5  10  2  5  8  3  7  10  8  2  2  10  4
4  6  9  9  100  5  9  6  5  7  9  6  2  8  9  7  10  2
5  6  8  5  5  100  3  10  7  9  9  6  9  5  9  2  5  2
6  10  4  10  9  3  100  7  5  5  3  2  5  3  4  6  9  2
7  5  9  2  6  10  7  100  8  5  8  10  6  5  2  2  10  3
8  2  2  5  5  7  5  8  100  10  4  2  7  10  3  8  3  3
9  4  8  8  7  9  5  5  10  100  8  10  4  8  3  7  7  4
10  9  7  3  9  9  3  8  4  8  100  8  2  7  2  4  7  4
11  4  4  7  6  6  2  10  2  10  8  100  8  4  9  9  2  7
12  7  7  10  2  9  5  6  7  4  2  8  100  9  5  5  7  8
13  10  6  8  8  5  3  5  10  8  7  4  9  100  9  5  5  8
14  8  4  2  9  9  4  2  3  3  2  9  5  9  100  3  3  3
15  2  3  2  7  2  6  2  8  7  4  9  5  5  3  100  7  4
16  9  7  10  10  5  9  10  3  7  7  2  7  5  3  7  100  9
17  4  2  4  2  2  2  3  3  4  4  7  8  8  3  4  9  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  7  2  100  100  100  100  100  100  3  100  100  100  100  8  5  8
2  7  100  9  5  100  100  100  100  100  100  100  100  100  100  100  10  100
3  2  9  100  5  100  100  100  100  100  100  100  100  100  100  8  100  3
4  100  5  5  100  5  100  100  100  100  100  100  100  100  100  100  100  100
5  100  100  100  5  100  4  100  7  100  100  100  5  100  100  100  6  100
6  100  100  100  100  4  100  6  100  100  100  100  100  100  100  100  100  9
7  100  100  100  100  100  6  100  5  100  100  100  7  4  100  100  100  100
8  100  100  100  100  7  100  5  100  9  100  100  100  100  100  100  100  100
9  100  100  100  100  100  100  100  9  100  10  100  100  100  3  100  100  100
10  3  100  100  100  100  100  100  100  10  100  6  100  100  6  100  100  100
11  100  100  100  100  100  100  100  100  100  6  100  5  100  6  100  100  100
12  100  100  100  100  5  100  7  100  100  100  5  100  8  100  100  100  100
13  100  100  100  100  100  100  4  100  100  100  100  8  100  7  2  100  6
14  100  100  100  100  100  100  100  100  3  6  6  100  7  100  8  100  8
15  8  100  8  100  100  100  100  100  100  100  100  100  2  8  100  7  100
16  5  10  100  100  6  100  100  100  100  100  100  100  100  100  7  100  4
17  8  100  3  100  100  9  100  100  100  100  100  100  6  8  100  4  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0
2  .  .  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  1
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  1  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  1  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  1  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  1
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  1  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  3
2  13  15
3  1  10
4  3  17
5  9  14
6  5  6
7  7  13
8  16  17
9  2  4
10  3  4
11  4  5
12  5  12
13  7  8
14  11  12
15  6  7
16  10  14
;
