param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  10  6  5  8  7  2  10  2  3  4  7  5  4  2  2  8
2  10  100  7  6  10  3  6  9  10  4  10  4  7  5  3  10  9
3  6  7  100  8  10  10  6  2  2  7  8  2  2  10  10  8  7
4  5  6  8  100  5  10  6  10  3  7  8  5  2  9  7  9  9
5  8  10  10  5  100  3  6  6  8  2  2  6  3  3  8  6  2
6  7  3  10  10  3  100  2  10  2  8  9  9  7  6  7  3  4
7  2  6  6  6  6  2  100  8  10  6  5  6  7  5  7  3  4
8  10  9  2  10  6  10  8  100  7  3  7  3  3  6  3  6  3
9  2  10  2  3  8  2  10  7  100  5  10  8  10  5  9  8  2
10  3  4  7  7  2  8  6  3  5  100  7  6  7  3  10  9  6
11  4  10  8  8  2  9  5  7  10  7  100  3  5  9  3  3  8
12  7  4  2  5  6  9  6  3  8  6  3  100  9  3  6  6  9
13  5  7  2  2  3  7  7  3  10  7  5  9  100  5  4  10  5
14  4  5  10  9  3  6  5  6  5  3  9  3  5  100  9  5  2
15  2  3  10  7  8  7  7  3  9  10  3  6  4  9  100  9  3
16  2  10  8  9  6  3  3  6  8  9  3  6  10  5  9  100  5
17  8  9  7  9  2  4  4  3  2  6  8  9  5  2  3  5  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  10  100  100  100  100  100  100  100  100  3  100  100  100  100  100  3
2  10  100  10  100  100  100  100  100  100  100  7  2  100  100  100  100  100
3  100  10  100  6  100  100  100  100  100  4  5  100  100  100  100  4  100
4  100  100  6  100  2  100  100  7  100  100  100  5  100  100  100  100  100
5  100  100  100  2  100  4  100  5  100  100  100  6  100  100  100  6  100
6  100  100  100  100  4  100  4  100  100  100  4  100  3  100  5  3  100
7  100  100  100  100  100  4  100  5  100  3  10  100  100  3  5  100  100
8  100  100  100  7  5  100  5  100  2  100  100  100  3  100  100  100  100
9  100  100  100  100  100  100  100  2  100  6  100  100  100  100  100  8  100
10  100  100  4  100  100  100  3  100  6  100  2  100  100  100  100  100  100
11  3  7  5  100  100  4  10  100  100  2  100  7  100  100  100  100  100
12  100  2  100  5  6  100  100  100  100  100  7  100  5  100  100  100  100
13  100  100  100  100  100  3  100  3  100  100  100  5  100  10  100  100  100
14  100  100  100  100  100  100  3  100  100  100  100  100  10  100  10  100  9
15  100  100  100  100  100  5  5  100  100  100  100  100  100  10  100  6  100
16  100  100  4  100  6  3  100  100  8  100  100  100  100  100  6  100  10
17  3  100  100  100  100  100  100  100  100  100  100  100  100  9  100  10  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  1  0  0  0  0  0  1  0
4  .  .  .  .  1  0  0  0  0  0  0  1  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  1  0  1  1  0
7  .  .  .  .  .  .  .  0  0  1  0  0  0  1  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  1  0  0  1  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  12
2  4  5
3  8  9
4  10  11
5  1  11
6  1  17
7  6  13
8  6  16
9  7  10
10  7  14
11  8  13
12  3  10
13  3  16
14  5  6
15  4  12
16  6  15
;
