param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  2  3  3  6  5  4  10  10  5  2  9  4  8  9  7  6
2  2  100  8  6  10  8  4  7  7  6  7  7  10  5  8  3  5
3  3  8  100  8  9  7  8  5  8  7  7  8  5  5  7  5  4
4  3  6  8  100  7  3  9  2  3  6  6  3  4  7  2  9  2
5  6  10  9  7  100  6  9  6  7  3  8  4  10  10  10  6  8
6  5  8  7  3  6  100  2  10  2  3  5  6  6  3  7  9  2
7  4  4  8  9  9  2  100  10  9  7  6  9  8  7  7  6  9
8  10  7  5  2  6  10  10  100  10  4  5  7  5  6  7  5  5
9  10  7  8  3  7  2  9  10  100  4  5  4  2  2  8  4  5
10  5  6  7  6  3  3  7  4  4  100  10  6  3  7  10  9  9
11  2  7  7  6  8  5  6  5  5  10  100  5  9  6  2  10  8
12  9  7  8  3  4  6  9  7  4  6  5  100  8  6  10  8  7
13  4  10  5  4  10  6  8  5  2  3  9  8  100  7  6  5  6
14  8  5  5  7  10  3  7  6  2  7  6  6  7  100  5  6  5
15  9  8  7  2  10  7  7  7  8  10  2  10  6  5  100  7  2
16  7  3  5  9  6  9  6  5  4  9  10  8  5  6  7  100  10
17  6  5  4  2  8  2  9  5  5  9  8  7  6  5  2  10  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  4  100  3  100  100  9  100  7  100  100  100  100  100  7  100  4
2  4  100  9  100  100  7  3  100  9  100  100  100  9  8  100  9  8
3  100  9  100  2  100  100  100  10  100  5  100  100  100  100  100  100  100
4  3  100  2  100  9  100  4  100  100  100  100  100  100  100  100  100  100
5  100  100  100  9  100  7  100  4  100  8  8  6  100  100  100  100  100
6  100  7  100  100  7  100  10  100  100  2  100  8  8  9  100  100  100
7  9  3  100  4  100  10  100  10  100  100  100  100  100  100  100  100  7
8  100  100  10  100  4  100  10  100  3  6  100  100  5  100  100  100  7
9  7  9  100  100  100  100  100  3  100  10  100  100  100  100  100  100  100
10  100  100  5  100  8  2  100  6  10  100  7  100  100  100  100  100  100
11  100  100  100  100  8  100  100  100  100  7  100  3  10  100  4  100  100
12  100  100  100  100  6  8  100  100  100  100  3  100  8  9  8  100  100
13  100  9  100  100  100  8  100  5  100  100  10  8  100  7  7  100  100
14  100  8  100  100  100  9  100  100  100  100  100  9  7  100  2  100  100
15  7  100  100  100  100  100  100  100  100  100  4  8  7  2  100  10  7
16  100  9  100  100  100  100  100  100  100  100  100  100  100  100  10  100  2
17  4  8  100  100  100  100  7  7  100  100  100  100  100  100  7  2  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  1  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  1  0  0  0  1  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  1  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  1  0  0  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  1  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  1  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  3  4
2  6  10
3  14  15
4  16  17
5  1  4
6  2  7
7  8  9
8  11  12
9  1  2
10  1  17
11  5  8
12  11  15
13  3  10
14  8  13
15  5  12
16  8  10
;
