param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  3  10  3  3  10  2  4  3  2  10  5  2  4  6  9  4
2  3  100  9  6  10  10  2  4  2  3  3  3  7  7  10  4  6
3  10  9  100  6  6  2  3  10  6  10  9  8  7  6  7  7  6
4  3  6  6  100  3  7  5  6  8  9  9  5  10  9  7  5  3
5  3  10  6  3  100  3  8  6  6  4  9  4  9  10  9  3  5
6  10  10  2  7  3  100  6  3  9  7  7  9  5  3  3  9  3
7  2  2  3  5  8  6  100  3  9  8  6  3  7  8  5  7  9
8  4  4  10  6  6  3  3  100  2  6  4  7  5  9  9  8  6
9  3  2  6  8  6  9  9  2  100  8  8  7  4  8  6  7  7
10  2  3  10  9  4  7  8  6  8  100  3  8  6  5  10  5  3
11  10  3  9  9  9  7  6  4  8  3  100  2  7  2  7  3  8
12  5  3  8  5  4  9  3  7  7  8  2  100  2  8  3  7  6
13  2  7  7  10  9  5  7  5  4  6  7  2  100  8  7  2  7
14  4  7  6  9  10  3  8  9  8  5  2  8  8  100  9  6  9
15  6  10  7  7  9  3  5  9  6  10  7  3  7  9  100  5  9
16  9  4  7  5  3  9  7  8  7  5  3  7  2  6  5  100  3
17  4  6  6  3  5  3  9  6  7  3  8  6  7  9  9  3  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  10  7  100  100  100  100  5  100  100  100  3  100  100  100  100  5
2  10  100  4  100  100  100  100  100  100  100  100  100  100  100  100  7  100
3  7  4  100  3  100  4  7  100  100  100  100  100  100  100  10  100  100
4  100  100  3  100  8  100  5  100  100  100  100  100  100  100  9  100  100
5  100  100  100  8  100  3  2  8  100  2  100  9  7  100  9  100  100
6  100  100  4  100  3  100  10  100  100  100  100  100  100  100  100  100  100
7  100  100  7  5  2  10  100  7  100  100  100  100  3  100  100  100  100
8  5  100  100  100  8  100  7  100  9  8  100  100  4  100  8  100  100
9  100  100  100  100  100  100  100  9  100  8  100  100  100  100  100  100  100
10  100  100  100  100  2  100  100  8  8  100  4  100  100  100  100  100  100
11  100  100  100  100  100  100  100  100  100  4  100  7  10  100  2  100  2
12  3  100  100  100  9  100  100  100  100  100  7  100  2  100  100  100  7
13  100  100  100  100  7  100  3  4  100  100  10  2  100  9  100  100  100
14  100  100  100  100  100  100  100  100  100  100  100  100  9  100  9  100  100
15  100  100  10  9  9  100  100  8  100  100  2  100  100  9  100  7  100
16  100  7  100  100  100  100  100  100  100  100  100  100  100  100  7  100  9
17  5  100  100  100  100  100  100  100  100  100  2  7  100  100  100  9  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  1  0
3  .  .  .  1  0  1  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  1  0  0  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  1  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1  0  1
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  1  0  0  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1  0  1
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  5  7
2  5  10
3  11  15
4  11  17
5  12  13
6  1  12
7  3  4
8  5  6
9  7  13
10  2  3
11  3  6
12  8  13
13  10  11
14  2  16
15  9  10
16  13  14
;
