param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  4  9  7  6  4  2  3  6  2  10  7  3  9  5  8  7
2  4  100  10  5  6  7  7  10  6  9  5  10  9  6  4  5  4
3  9  10  100  8  7  8  5  3  4  10  4  6  4  9  5  10  10
4  7  5  8  100  8  10  8  5  3  6  3  3  4  5  6  6  8
5  6  6  7  8  100  8  3  4  4  4  6  4  6  5  9  5  9
6  4  7  8  10  8  100  9  2  4  5  8  7  10  8  8  2  9
7  2  7  5  8  3  9  100  9  3  8  5  4  4  4  7  2  10
8  3  10  3  5  4  2  9  100  5  5  9  5  9  3  5  9  2
9  6  6  4  3  4  4  3  5  100  9  9  7  6  7  8  7  2
10  2  9  10  6  4  5  8  5  9  100  10  3  9  6  7  5  3
11  10  5  4  3  6  8  5  9  9  10  100  6  3  4  9  8  3
12  7  10  6  3  4  7  4  5  7  3  6  100  8  2  8  5  10
13  3  9  4  4  6  10  4  9  6  9  3  8  100  10  4  2  7
14  9  6  9  5  5  8  4  3  7  6  4  2  10  100  5  3  9
15  5  4  5  6  9  8  7  5  8  7  9  8  4  5  100  3  6
16  8  5  10  6  5  2  2  9  7  5  8  5  2  3  3  100  9
17  7  4  10  8  9  9  10  2  2  3  3  10  7  9  6  9  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  9  100  3  100  100  100  100  100  10  100  100  100  100  100  100  8
2  9  100  2  100  100  100  100  100  9  100  100  100  7  100  100  7  100
3  100  2  100  4  100  100  100  100  3  100  100  6  100  100  100  8  100
4  3  100  4  100  4  100  100  100  4  10  100  100  100  100  100  100  6
5  100  100  100  4  100  10  6  100  100  100  2  3  100  5  4  100  100
6  100  100  100  100  10  100  10  100  100  100  4  9  100  100  100  100  100
7  100  100  100  100  6  10  100  5  100  100  100  100  100  100  100  5  100
8  100  100  100  100  100  100  5  100  3  100  100  10  100  100  100  100  100
9  100  9  3  4  100  100  100  3  100  8  100  100  100  100  100  100  2
10  10  100  100  10  100  100  100  100  8  100  3  100  100  100  100  100  100
11  100  100  100  100  2  4  100  100  100  3  100  7  100  100  100  100  100
12  100  100  6  100  3  9  100  10  100  100  7  100  9  100  100  100  100
13  100  7  100  100  100  100  100  100  100  100  100  9  100  4  100  100  5
14  100  100  100  100  5  100  100  100  100  100  100  100  4  100  10  100  100
15  100  100  100  100  4  100  100  100  100  100  100  100  100  10  100  10  100
16  100  7  8  100  100  100  5  100  100  100  100  100  100  100  10  100  7
17  8  100  100  6  100  100  100  100  2  100  100  100  5  100  100  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  1  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  1  1  0  1  1  0  0
6  .  .  .  .  .  .  0  0  0  0  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  1  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  1
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  1  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  1  1  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  1
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  3
2  5  11
3  9  17
4  1  4
5  3  9
6  5  12
7  8  9
8  10  11
9  3  4
10  4  5
11  5  15
12  6  11
13  13  14
14  5  14
15  7  8
16  7  16
;
