param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  8  2  7  2  10  8  4  7  3  9  6  3  10  5  7  10
2  8  100  4  9  3  9  3  7  2  5  6  9  9  5  7  10  6
3  2  4  100  5  7  8  6  6  3  6  4  6  9  4  8  7  2
4  7  9  5  100  8  6  10  9  9  8  6  10  2  8  5  6  2
5  2  3  7  8  100  5  7  5  6  7  6  2  8  7  8  9  5
6  10  9  8  6  5  100  3  6  9  2  8  9  8  8  5  6  2
7  8  3  6  10  7  3  100  10  10  10  3  7  8  5  9  4  5
8  4  7  6  9  5  6  10  100  9  10  10  5  8  6  5  6  3
9  7  2  3  9  6  9  10  9  100  6  5  3  10  7  9  9  7
10  3  5  6  8  7  2  10  10  6  100  9  10  2  9  5  5  5
11  9  6  4  6  6  8  3  10  5  9  100  5  9  2  2  2  8
12  6  9  6  10  2  9  7  5  3  10  5  100  5  8  8  7  9
13  3  9  9  2  8  8  8  8  10  2  9  5  100  7  7  3  10
14  10  5  4  8  7  8  5  6  7  9  2  8  7  100  8  10  4
15  5  7  8  5  8  5  9  5  9  5  2  8  7  8  100  6  8
16  7  10  7  6  9  6  4  6  9  5  2  7  3  10  6  100  4
17  10  6  2  2  5  2  5  3  7  5  8  9  10  4  8  4  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  6  9  100  7  100  100  8  100  100  100  100  100  100  100  100  7
2  6  100  6  100  100  100  100  100  100  100  100  100  9  100  100  100  100
3  9  6  100  6  100  100  100  100  100  7  100  100  100  100  100  100  100
4  100  100  6  100  7  100  100  100  100  100  10  100  100  100  6  100  100
5  7  100  100  7  100  4  100  100  100  100  100  100  100  10  100  100  100
6  100  100  100  100  4  100  4  10  100  100  100  100  100  100  100  100  100
7  100  100  100  100  100  4  100  3  100  100  100  100  100  100  100  100  100
8  8  100  100  100  100  10  3  100  8  100  2  100  9  100  100  100  100
9  100  100  100  100  100  100  100  8  100  3  100  100  100  100  100  100  100
10  100  100  7  100  100  100  100  100  3  100  6  100  100  100  100  100  100
11  100  100  100  10  100  100  100  2  100  6  100  3  100  100  100  100  10
12  100  100  100  100  100  100  100  100  100  100  3  100  6  100  100  100  6
13  100  9  100  100  100  100  100  9  100  100  100  6  100  7  10  3  100
14  100  100  100  100  10  100  100  100  100  100  100  100  7  100  7  100  100
15  100  100  100  6  100  100  100  100  100  100  100  100  10  7  100  7  100
16  100  100  100  100  100  100  100  100  100  100  100  100  3  100  7  100  4
17  7  100  100  100  100  100  100  100  100  100  10  6  100  100  100  4  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  1  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  8  11
2  7  8
3  9  10
4  11  12
5  13  16
6  5  6
7  6  7
8  16  17
9  1  2
10  2  3
11  3  4
12  4  15
13  10  11
14  12  13
15  1  5
16  13  14
;
