param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  4  9  6  8  5  2  6  9  8  6  6  3  9  5  6  4
2  4  100  5  3  9  9  5  10  5  9  5  4  2  6  2  5  7
3  9  5  100  6  6  3  6  10  2  2  9  2  7  9  6  3  4
4  6  3  6  100  7  4  9  8  6  7  3  9  7  8  10  7  3
5  8  9  6  7  100  7  8  4  2  4  2  2  3  4  5  8  7
6  5  9  3  4  7  100  6  6  8  2  10  9  6  5  2  2  4
7  2  5  6  9  8  6  100  7  10  8  3  9  4  3  5  7  9
8  6  10  10  8  4  6  7  100  6  3  2  9  10  2  4  4  7
9  9  5  2  6  2  8  10  6  100  4  3  10  9  10  9  3  7
10  8  9  2  7  4  2  8  3  4  100  6  2  6  10  9  4  5
11  6  5  9  3  2  10  3  2  3  6  100  2  2  3  9  4  5
12  6  4  2  9  2  9  9  9  10  2  2  100  5  3  5  5  10
13  3  2  7  7  3  6  4  10  9  6  2  5  100  7  5  9  7
14  9  6  9  8  4  5  3  2  10  10  3  3  7  100  4  8  5
15  5  2  6  10  5  2  5  4  9  9  9  5  5  4  100  8  10
16  6  5  3  7  8  2  7  4  3  4  4  5  9  8  8  100  7
17  4  7  4  3  7  4  9  7  7  5  5  10  7  5  10  7  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  9  100  100  100  100  3  100  100  7  100  100  100  100  100  100  8
2  9  100  10  100  100  100  3  100  100  100  100  100  100  100  100  100  10
3  100  10  100  8  100  100  100  4  100  100  100  100  100  100  100  100  5
4  100  100  8  100  8  5  100  2  100  100  100  100  4  8  9  2  100
5  100  100  100  8  100  8  10  100  100  100  100  100  10  100  6  8  100
6  100  100  100  5  8  100  4  100  5  100  100  100  100  100  100  100  3
7  3  3  100  100  10  4  100  5  10  100  100  100  6  8  100  100  100
8  100  100  4  2  100  100  5  100  3  9  100  100  8  100  100  100  100
9  100  100  100  100  100  5  10  3  100  8  100  100  100  6  100  100  100
10  7  100  100  100  100  100  100  9  8  100  8  100  100  100  100  100  100
11  100  100  100  100  100  100  100  100  100  8  100  8  8  100  100  100  6
12  100  100  100  100  100  100  100  100  100  100  8  100  5  100  8  2  3
13  100  100  100  4  10  100  6  8  100  100  8  5  100  2  100  100  2
14  100  100  100  8  100  100  8  100  6  100  100  100  2  100  3  100  100
15  100  100  100  9  6  100  100  100  100  100  100  8  100  3  100  8  100
16  100  100  100  2  8  100  100  100  100  100  100  2  100  100  8  100  9
17  8  10  5  100  100  3  100  100  100  100  6  3  2  100  100  9  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0
2  .  .  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  1  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  1  0  0  0  0  0  0  0  1  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  1  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  1
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  1
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  1
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  1  0  0  0  0  0  0  0  1  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  1
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  1
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  4  8
2  4  16
3  12  16
4  13  14
5  13  17
6  1  7
7  2  7
8  6  17
9  8  9
10  12  17
11  14  15
12  3  8
13  6  7
14  5  15
15  11  17
16  1  10
;
