param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  2  7  8  4  4  7  2  5  6  7  9  10  3  6  2  9
2  2  100  5  8  9  3  7  8  9  4  4  8  3  4  4  10  3
3  7  5  100  5  8  9  2  3  10  3  8  10  10  8  8  7  9
4  8  8  5  100  5  10  7  2  8  3  9  4  3  2  2  8  6
5  4  9  8  5  100  7  8  2  9  6  10  6  9  3  8  5  2
6  4  3  9  10  7  100  6  9  3  3  7  6  10  3  4  10  3
7  7  7  2  7  8  6  100  7  7  2  2  10  10  8  4  6  2
8  2  8  3  2  2  9  7  100  4  9  6  3  8  4  2  5  3
9  5  9  10  8  9  3  7  4  100  10  5  10  3  10  4  4  3
10  6  4  3  3  6  3  2  9  10  100  5  2  6  7  2  10  6
11  7  4  8  9  10  7  2  6  5  5  100  2  10  3  4  5  8
12  9  8  10  4  6  6  10  3  10  2  2  100  5  3  2  10  2
13  10  3  10  3  9  10  10  8  3  6  10  5  100  8  5  3  10
14  3  4  8  2  3  3  8  4  10  7  3  3  8  100  7  4  2
15  6  4  8  2  8  4  4  2  4  2  4  2  5  7  100  7  4
16  2  10  7  8  5  10  6  5  4  10  5  10  3  4  7  100  10
17  9  3  9  6  2  3  2  3  3  6  8  2  10  2  4  10  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  2  100  100  100  100  100  100  100  100  4  100  100  2  100  4  8
2  2  100  4  100  100  9  7  100  2  100  100  100  100  8  100  100  100
3  100  4  100  3  100  100  100  100  2  100  100  100  100  8  100  7  100
4  100  100  3  100  7  7  100  100  100  5  100  9  2  100  100  100  100
5  100  100  100  7  100  7  4  100  100  100  100  100  100  100  100  100  100
6  100  9  100  7  7  100  9  100  100  100  100  2  100  100  6  100  3
7  100  7  100  100  4  9  100  9  100  100  100  100  100  100  100  100  7
8  100  100  100  100  100  100  9  100  4  100  100  100  100  100  100  100  4
9  100  2  2  100  100  100  100  4  100  3  100  100  100  8  100  100  100
10  100  100  100  5  100  100  100  100  3  100  2  100  100  100  100  100  100
11  4  100  100  100  100  100  100  100  100  2  100  10  100  7  100  3  100
12  100  100  100  9  100  2  100  100  100  100  10  100  9  100  100  10  100
13  100  100  100  2  100  100  100  100  100  100  100  9  100  8  100  100  100
14  2  8  8  100  100  100  100  100  8  100  7  100  8  100  3  100  100
15  100  100  100  100  100  6  100  100  100  100  100  100  100  3  100  8  100
16  4  100  7  100  100  100  100  100  100  100  3  10  100  100  8  100  6
17  8  100  100  100  100  3  7  4  100  100  100  100  100  100  100  6  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0
2  .  .  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  1  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  1  0  0  0  0
5  .  .  .  .  .  0  1  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  1  0  0  0  0  1
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  1
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0
2  .  .  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  1  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  1  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  1  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  2
2  1  14
3  2  9
4  3  9
5  4  13
6  6  12
7  10  11
8  3  4
9  6  17
10  9  10
11  11  16
12  14  15
13  5  7
14  8  9
15  8  17
16  2  7
;
