param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  10  7  5  3  2  9  5  9  6  4  5  3  5  2  2  8
2  10  100  6  7  6  4  4  8  2  9  7  7  9  10  3  7  8
3  7  6  100  2  3  8  6  10  9  7  9  7  5  9  8  5  2
4  5  7  2  100  10  8  7  9  4  8  7  10  8  6  6  6  10
5  3  6  3  10  100  4  7  9  10  9  3  7  4  8  4  7  4
6  2  4  8  8  4  100  4  5  3  9  4  4  8  2  5  3  4
7  9  4  6  7  7  4  100  10  8  2  8  6  10  3  10  8  9
8  5  8  10  9  9  5  10  100  8  8  10  3  3  4  4  2  2
9  9  2  9  4  10  3  8  8  100  8  3  7  5  8  8  7  5
10  6  9  7  8  9  9  2  8  8  100  3  9  2  6  5  3  3
11  4  7  9  7  3  4  8  10  3  3  100  6  4  2  10  9  10
12  5  7  7  10  7  4  6  3  7  9  6  100  4  7  7  7  8
13  3  9  5  8  4  8  10  3  5  2  4  4  100  6  2  10  5
14  5  10  9  6  8  2  3  4  8  6  2  7  6  100  9  9  5
15  2  3  8  6  4  5  10  4  8  5  10  7  2  9  100  4  7
16  2  7  5  6  7  3  8  2  7  3  9  7  10  9  4  100  3
17  8  8  2  10  4  4  9  2  5  3  10  8  5  5  7  3  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  10  6  100  100  100  100  6  100  100  8  100  100  100  100  4  4
2  10  100  7  10  100  100  4  4  7  100  100  100  100  100  100  100  100
3  6  7  100  2  100  7  100  5  5  5  8  100  100  5  100  100  100
4  100  10  2  100  4  100  100  100  100  100  100  100  100  6  100  100  100
5  100  100  100  4  100  7  100  4  9  100  100  6  4  100  100  100  100
6  100  100  7  100  7  100  5  100  100  100  100  100  100  10  100  100  100
7  100  4  100  100  100  5  100  10  100  100  100  8  100  100  100  100  100
8  6  4  5  100  4  100  10  100  10  10  100  100  100  100  100  100  100
9  100  7  5  100  9  100  100  10  100  2  100  100  100  100  100  100  5
10  100  100  5  100  100  100  100  10  2  100  5  100  100  100  100  100  3
11  8  100  8  100  100  100  100  100  100  5  100  6  100  100  3  100  100
12  100  100  100  100  6  100  8  100  100  100  6  100  3  100  100  5  100
13  100  100  100  100  4  100  100  100  100  100  100  3  100  6  100  100  100
14  100  100  5  6  100  10  100  100  100  100  100  100  6  100  10  100  100
15  100  100  100  100  100  100  100  100  100  100  3  100  100  10  100  2  100
16  4  100  100  100  100  100  100  100  100  100  100  5  100  100  2  100  3
17  4  100  100  100  100  100  100  100  5  3  100  100  100  100  100  3  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
2  .  .  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  1  0  0  0  0  1  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  1  0  0  0  0  1  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  1
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  1
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  3  4
2  9  10
3  15  16
4  10  17
5  11  15
6  12  13
7  16  17
8  1  16
9  2  7
10  2  8
11  4  5
12  5  8
13  5  13
14  3  9
15  3  14
16  6  7
;
