param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  7  3  5  4  4  7  4  4  4  2  5  5  7  4  4  5
2  7  100  5  3  3  4  8  8  5  2  2  9  4  8  5  3  6
3  3  5  100  6  2  5  4  2  8  9  7  10  3  6  8  8  10
4  5  3  6  100  8  7  9  7  9  6  7  6  6  3  8  6  8
5  4  3  2  8  100  3  5  9  3  3  7  4  9  3  5  2  8
6  4  4  5  7  3  100  6  8  3  7  6  8  5  9  7  2  9
7  7  8  4  9  5  6  100  9  2  4  10  2  6  8  6  2  3
8  4  8  2  7  9  8  9  100  8  10  7  10  5  8  9  8  9
9  4  5  8  9  3  3  2  8  100  6  5  4  9  4  10  6  6
10  4  2  9  6  3  7  4  10  6  100  4  8  2  6  4  3  4
11  2  2  7  7  7  6  10  7  5  4  100  10  4  10  3  8  8
12  5  9  10  6  4  8  2  10  4  8  10  100  6  3  8  9  10
13  5  4  3  6  9  5  6  5  9  2  4  6  100  8  10  6  5
14  7  8  6  3  3  9  8  8  4  6  10  3  8  100  6  2  3
15  4  5  8  8  5  7  6  9  10  4  3  8  10  6  100  4  7
16  4  3  8  6  2  2  2  8  6  3  8  9  6  2  4  100  10
17  5  6  10  8  8  9  3  9  6  4  8  10  5  3  7  10  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  6  100  6  100  100  100  100  100  100  100  100  100  100  100  100  2
2  6  100  9  7  100  100  100  100  100  6  100  100  100  100  9  100  100
3  100  9  100  6  100  100  2  100  3  100  100  100  100  100  100  8  100
4  6  7  6  100  5  100  100  100  100  100  100  100  100  8  7  100  100
5  100  100  100  5  100  2  100  9  100  100  100  100  100  100  100  100  100
6  100  100  100  100  2  100  10  100  100  9  100  100  100  100  100  100  100
7  100  100  2  100  100  10  100  9  6  5  100  7  100  100  100  100  2
8  100  100  100  100  9  100  9  100  9  100  4  100  100  100  100  7  100
9  100  100  3  100  100  100  6  9  100  4  100  100  100  100  100  100  100
10  100  6  100  100  100  9  5  100  4  100  3  9  100  100  100  100  3
11  100  100  100  100  100  100  100  4  100  3  100  8  100  100  100  100  6
12  100  100  100  100  100  100  7  100  100  9  8  100  6  10  100  100  100
13  100  100  100  100  100  100  100  100  100  100  100  6  100  3  100  100  2
14  100  100  100  8  100  100  100  100  100  100  100  10  3  100  10  100  100
15  100  9  100  7  100  100  100  100  100  100  100  100  100  10  100  4  3
16  100  100  8  100  100  100  100  7  100  100  100  100  100  100  4  100  7
17  2  100  100  100  100  100  2  100  100  3  6  100  2  100  3  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  1  0  1  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  1
8  .  .  .  .  .  .  .  .  0  0  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  1
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  1
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  1
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  1  0  1  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  1
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  1
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  17
2  3  7
3  5  6
4  7  17
5  13  17
6  3  9
7  10  11
8  10  17
9  13  14
10  15  17
11  8  11
12  15  16
13  4  5
14  1  2
15  1  4
16  12  13
;
