param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  8  7  7  6  9  2  8  9  4  9  10  6  5  2  7  9
2  8  100  4  9  5  10  5  5  5  6  3  2  2  3  5  7  8
3  7  4  100  7  2  7  10  5  4  4  8  5  6  9  7  4  3
4  7  9  7  100  6  5  9  3  8  4  2  10  9  5  5  8  10
5  6  5  2  6  100  5  4  10  8  8  8  5  3  8  9  6  5
6  9  10  7  5  5  100  5  2  10  3  8  6  5  5  4  9  2
7  2  5  10  9  4  5  100  6  5  4  7  9  5  9  5  2  2
8  8  5  5  3  10  2  6  100  4  7  7  4  4  2  6  10  9
9  9  5  4  8  8  10  5  4  100  3  6  9  5  2  3  10  3
10  4  6  4  4  8  3  4  7  3  100  2  5  3  8  5  4  10
11  9  3  8  2  8  8  7  7  6  2  100  5  8  5  3  9  7
12  10  2  5  10  5  6  9  4  9  5  5  100  4  10  10  2  6
13  6  2  6  9  3  5  5  4  5  3  8  4  100  10  5  7  8
14  5  3  9  5  8  5  9  2  2  8  5  10  10  100  10  2  2
15  2  5  7  5  9  4  5  6  3  5  3  10  5  10  100  5  8
16  7  7  4  8  6  9  2  10  10  4  9  2  7  2  5  100  8
17  9  8  3  10  5  2  2  9  3  10  7  6  8  2  8  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  4  100  100  100  5  100  100  2  100  100  100  100  100  9  100  10
2  4  100  3  100  100  100  7  100  4  100  100  100  100  100  100  100  100
3  100  3  100  8  100  100  100  100  100  100  100  100  100  4  4  100  100
4  100  100  8  100  10  100  100  3  100  100  100  100  4  100  7  5  100
5  100  100  100  10  100  10  100  100  100  100  100  100  100  2  100  100  8
6  5  100  100  100  10  100  3  100  100  6  5  100  10  6  8  100  100
7  100  7  100  100  100  3  100  3  100  100  100  100  100  100  5  100  100
8  100  100  100  3  100  100  3  100  8  100  100  8  100  100  100  10  100
9  2  4  100  100  100  100  100  8  100  4  100  100  5  100  100  100  100
10  100  100  100  100  100  6  100  100  4  100  6  8  10  100  100  8  5
11  100  100  100  100  100  5  100  100  100  6  100  5  100  100  100  100  3
12  100  100  100  100  100  100  100  8  100  8  5  100  2  4  100  6  100
13  100  100  100  4  100  10  100  100  5  10  100  2  100  10  100  100  100
14  100  100  4  100  2  6  100  100  100  100  100  4  10  100  2  100  100
15  9  100  4  7  100  8  5  100  100  100  100  100  100  2  100  6  100
16  100  100  100  5  100  100  100  10  100  8  100  6  100  100  6  100  7
17  10  100  100  100  8  100  100  100  100  5  3  100  100  100  100  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  1  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  1  0  0  0
4  .  .  .  .  0  0  0  1  0  0  0  0  1  0  0  1  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  1  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  1
12  .  .  .  .  .  .  .  .  .  .  .  .  1  1  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  1  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  1  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  9
2  5  14
3  12  13
4  14  15
5  2  3
6  4  8
7  6  7
8  7  8
9  11  17
10  1  2
11  3  14
12  4  13
13  9  10
14  12  14
15  1  6
16  4  16
;
