param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  5  5  2  7  10  7  4  4  8  9  4  7  10  4  8  5
2  5  100  10  4  5  10  10  2  3  2  4  5  7  9  6  9  4
3  5  10  100  4  3  3  6  3  10  7  9  6  7  3  5  8  2
4  2  4  4  100  3  2  2  6  4  4  10  3  7  3  4  2  2
5  7  5  3  3  100  10  6  4  9  4  7  2  4  5  8  3  8
6  10  10  3  2  10  100  5  10  8  7  2  2  4  7  4  10  4
7  7  10  6  2  6  5  100  6  10  2  10  4  6  5  9  8  4
8  4  2  3  6  4  10  6  100  4  6  8  9  3  2  4  5  9
9  4  3  10  4  9  8  10  4  100  9  7  4  6  6  9  4  5
10  8  2  7  4  4  7  2  6  9  100  4  6  8  2  9  6  5
11  9  4  9  10  7  2  10  8  7  4  100  7  4  2  10  9  9
12  4  5  6  3  2  2  4  9  4  6  7  100  3  6  2  5  2
13  7  7  7  7  4  4  6  3  6  8  4  3  100  2  9  8  10
14  10  9  3  3  5  7  5  2  6  2  2  6  2  100  10  7  3
15  4  6  5  4  8  4  9  4  9  9  10  2  9  10  100  3  7
16  8  9  8  2  3  10  8  5  4  6  9  5  8  7  3  100  8
17  5  4  2  2  8  4  4  9  5  5  9  2  10  3  7  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  2  100  100  100  100  6  100  100  9  100  100  100  100  4  100  8
2  2  100  4  10  100  2  100  100  100  10  100  100  100  7  100  100  100
3  100  4  100  8  100  10  100  3  100  7  100  100  100  100  8  100  6
4  100  10  8  100  5  100  100  9  100  100  100  100  4  100  100  100  100
5  100  100  100  5  100  2  100  100  100  100  8  4  100  100  2  100  100
6  100  2  10  100  2  100  4  100  100  100  100  100  100  100  6  100  100
7  6  100  100  100  100  4  100  10  100  100  100  100  100  3  8  100  7
8  100  100  3  9  100  100  10  100  4  100  100  9  100  100  6  100  100
9  100  100  100  100  100  100  100  4  100  8  100  100  100  100  100  100  100
10  9  10  7  100  100  100  100  100  8  100  5  6  100  100  3  100  6
11  100  100  100  100  8  100  100  100  100  5  100  9  6  100  10  100  100
12  100  100  100  100  4  100  100  9  100  6  9  100  8  100  6  100  100
13  100  100  100  4  100  100  100  100  100  100  6  8  100  8  100  100  100
14  100  7  100  100  100  100  3  100  100  100  100  100  8  100  7  100  100
15  4  100  8  100  2  6  8  6  100  3  10  6  100  7  100  8  100
16  100  100  100  100  100  100  100  100  100  100  100  100  100  100  8  100  8
17  8  100  6  100  100  100  7  100  100  6  100  100  100  100  100  8  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  1  0  0  0  0  0  0  0  0  1
4  .  .  .  .  1  0  0  0  0  0  0  0  1  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  1  0  0  1  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  1  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  1  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  1  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  1  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  2
2  2  6
3  5  6
4  5  15
5  3  8
6  7  14
7  10  15
8  2  3
9  4  13
10  5  12
11  6  7
12  8  9
13  4  5
14  10  11
15  3  17
16  15  16
;
