param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  7  8  9  9  6  10  10  9  3  5  3  5  8  3  2  3
2  7  100  10  10  9  5  3  5  5  6  2  3  3  2  6  8  4
3  8  10  100  2  8  7  5  5  3  8  9  3  6  10  6  9  2
4  9  10  2  100  4  9  3  9  9  2  10  7  2  7  2  10  2
5  9  9  8  4  100  7  8  10  9  8  10  2  5  5  2  8  9
6  6  5  7  9  7  100  3  2  5  3  5  3  3  6  3  2  9
7  10  3  5  3  8  3  100  4  4  4  7  4  9  8  8  2  7
8  10  5  5  9  10  2  4  100  7  3  4  8  5  6  6  5  9
9  9  5  3  9  9  5  4  7  100  5  8  10  10  2  9  3  4
10  3  6  8  2  8  3  4  3  5  100  8  7  7  5  3  5  4
11  5  2  9  10  10  5  7  4  8  8  100  3  2  6  7  8  4
12  3  3  3  7  2  3  4  8  10  7  3  100  10  7  2  2  9
13  5  3  6  2  5  3  9  5  10  7  2  10  100  2  9  3  8
14  8  2  10  7  5  6  8  6  2  5  6  7  2  100  8  7  4
15  3  6  6  2  2  3  8  6  9  3  7  2  9  8  100  10  10
16  2  8  9  10  8  2  2  5  3  5  8  2  3  7  10  100  3
17  3  4  2  2  9  9  7  9  4  4  4  9  8  4  10  3  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  3  100  100  100  8  100  100  3  100  100  6  100  100  100  100  6
2  3  100  8  100  100  100  100  100  100  100  100  100  10  100  100  10  100
3  100  8  100  9  100  100  100  100  100  100  100  100  100  100  100  100  100
4  100  100  9  100  6  100  100  100  7  100  100  5  4  8  100  100  100
5  100  100  100  6  100  4  3  100  100  100  2  100  100  9  100  10  100
6  8  100  100  100  4  100  2  100  100  9  100  100  100  100  100  100  100
7  100  100  100  100  3  2  100  2  100  100  100  4  100  100  100  100  3
8  100  100  100  100  100  100  2  100  3  100  100  100  8  100  100  2  3
9  3  100  100  7  100  100  100  3  100  2  100  100  100  100  100  100  100
10  100  100  100  100  100  9  100  100  2  100  3  100  100  100  100  100  100
11  100  100  100  100  2  100  100  100  100  3  100  7  100  100  100  100  100
12  6  100  100  5  100  100  4  100  100  100  7  100  10  100  100  100  7
13  100  10  100  4  100  100  100  8  100  100  100  10  100  9  2  100  100
14  100  100  100  8  9  100  100  100  100  100  100  100  9  100  4  100  100
15  100  100  100  100  100  100  100  100  100  100  100  100  2  4  100  3  100
16  100  10  100  100  10  100  100  2  100  100  100  100  100  100  3  100  8
17  6  100  100  100  100  100  3  3  100  100  100  7  100  100  100  8  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  1  0  0  0  0
5  .  .  .  .  .  0  1  0  0  0  1  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  1  0  0  0  0  1
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  1  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  1  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  1  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  5  11
2  6  7
3  7  8
4  8  16
5  9  10
6  13  15
7  1  2
8  1  9
9  5  7
10  7  17
11  8  9
12  15  16
13  4  13
14  7  12
15  14  15
16  2  3
;
