param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  3  8  3  9  3  8  8  2  4  4  8  9  2  6  3  3
2  3  100  8  4  2  2  8  5  2  2  5  10  10  7  4  7  7
3  8  8  100  7  5  8  7  4  6  2  8  3  10  9  4  9  9
4  3  4  7  100  2  7  5  9  6  8  8  3  8  2  2  4  4
5  9  2  5  2  100  4  10  7  9  6  7  3  2  7  9  4  6
6  3  2  8  7  4  100  3  6  6  5  7  9  4  6  7  2  8
7  8  8  7  5  10  3  100  9  6  9  10  2  8  7  7  8  9
8  8  5  4  9  7  6  9  100  7  2  7  10  8  6  6  2  9
9  2  2  6  6  9  6  6  7  100  6  5  4  2  7  8  9  3
10  4  2  2  8  6  5  9  2  6  100  9  8  10  7  4  10  3
11  4  5  8  8  7  7  10  7  5  9  100  4  6  7  8  9  6
12  8  10  3  3  3  9  2  10  4  8  4  100  10  6  4  7  9
13  9  10  10  8  2  4  8  8  2  10  6  10  100  2  4  6  9
14  2  7  9  2  7  6  7  6  7  7  7  6  2  100  8  9  3
15  6  4  4  2  9  7  7  6  8  4  8  4  4  8  100  7  2
16  3  7  9  4  4  2  8  2  9  10  9  7  6  9  7  100  9
17  3  7  9  4  6  8  9  9  3  3  6  9  9  3  2  9  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  6  100  100  100  100  100  100  100  100  100  100  100  100  100  100  8
2  6  100  6  4  100  100  100  100  100  100  100  9  100  100  6  5  100
3  100  6  100  5  100  7  100  100  100  100  3  100  100  4  100  100  100
4  100  4  5  100  5  100  100  100  100  100  100  100  100  100  100  100  100
5  100  100  100  5  100  7  100  100  100  6  5  100  100  100  100  100  100
6  100  100  7  100  7  100  6  100  100  100  100  100  100  100  100  100  100
7  100  100  100  100  100  6  100  7  100  100  100  100  100  9  100  7  100
8  100  100  100  100  100  100  7  100  10  4  4  100  100  4  100  100  7
9  100  100  100  100  100  100  100  10  100  6  100  100  100  100  100  100  100
10  100  100  100  100  6  100  100  4  6  100  4  100  100  100  100  100  100
11  100  100  3  100  5  100  100  4  100  4  100  2  100  100  100  100  100
12  100  9  100  100  100  100  100  100  100  100  2  100  10  100  100  100  100
13  100  100  100  100  100  100  100  100  100  100  100  10  100  2  100  100  100
14  100  100  4  100  100  100  9  4  100  100  100  100  2  100  7  7  100
15  100  6  100  100  100  100  100  100  100  100  100  100  100  7  100  7  100
16  100  5  100  100  100  100  7  100  100  100  100  100  100  7  7  100  3
17  8  100  100  100  100  100  100  7  100  100  100  100  100  100  100  3  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  1  0  0  0  0  0  0  0  0  0  0  1  1  0
3  .  .  .  1  0  1  0  0  0  0  1  0  0  1  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  1  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  1  0  0  1  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  1  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  11  12
2  13  14
3  3  11
4  16  17
5  2  4
6  3  14
7  8  10
8  8  11
9  2  16
10  3  4
11  4  5
12  1  2
13  2  15
14  6  7
15  9  10
16  3  6
;
