param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  2  9  7  5  5  9  4  4  8  2  9  4  9  3  4  2
2  2  100  5  2  7  4  7  6  4  6  9  3  3  9  3  5  4
3  9  5  100  5  7  3  2  8  10  2  6  10  3  8  5  5  7
4  7  2  5  100  9  9  4  9  5  3  3  8  6  9  10  3  3
5  5  7  7  9  100  7  6  6  10  3  2  6  2  8  4  5  6
6  5  4  3  9  7  100  5  2  2  6  7  8  5  9  10  10  7
7  9  7  2  4  6  5  100  3  9  7  9  9  6  9  4  3  4
8  4  6  8  9  6  2  3  100  8  6  5  3  4  7  5  4  7
9  4  4  10  5  10  2  9  8  100  10  6  4  6  7  5  9  10
10  8  6  2  3  3  6  7  6  10  100  8  7  8  4  7  8  10
11  2  9  6  3  2  7  9  5  6  8  100  6  8  5  10  7  6
12  9  3  10  8  6  8  9  3  4  7  6  100  9  4  6  6  7
13  4  3  3  6  2  5  6  4  6  8  8  9  100  4  9  7  6
14  9  9  8  9  8  9  9  7  7  4  5  4  4  100  5  5  6
15  3  3  5  10  4  10  4  5  5  7  10  6  9  5  100  7  3
16  4  5  5  3  5  10  3  4  9  8  7  6  7  5  7  100  8
17  2  4  7  3  6  7  4  7  10  10  6  7  6  6  3  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  7  100  100  100  100  100  100  100  100  100  100  100  6  100  100  6
2  7  100  2  100  4  100  8  100  100  100  100  100  100  100  100  100  100
3  100  2  100  8  100  100  100  100  100  100  100  100  100  100  100  100  100
4  100  100  8  100  10  100  100  100  100  100  100  100  100  100  100  100  100
5  100  4  100  10  100  5  10  100  5  100  6  5  10  100  100  100  9
6  100  100  100  100  5  100  9  100  100  5  100  100  6  100  100  6  100
7  100  8  100  100  10  9  100  4  10  100  100  100  100  100  100  100  100
8  100  100  100  100  100  100  4  100  10  100  100  6  100  100  100  7  100
9  100  100  100  100  5  100  10  10  100  2  9  100  100  100  100  100  100
10  100  100  100  100  100  5  100  100  2  100  5  100  100  100  7  100  100
11  100  100  100  100  6  100  100  100  9  5  100  9  100  6  7  100  100
12  100  100  100  100  5  100  100  6  100  100  9  100  2  100  100  10  6
13  100  100  100  100  10  6  100  100  100  100  100  2  100  6  100  100  7
14  6  100  100  100  100  100  100  100  100  100  6  100  6  100  7  100  3
15  100  100  100  100  100  100  100  100  100  7  7  100  100  7  100  10  9
16  100  100  100  100  100  6  100  7  100  100  100  10  100  100  10  100  6
17  6  100  100  100  9  100  100  100  100  100  100  6  7  3  9  6  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0
2  .  .  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  1  0  0  1  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  1  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  1  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  1  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  1
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  1  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  1
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  3
2  9  10
3  12  13
4  14  17
5  2  5
6  7  8
7  5  6
8  5  9
9  5  12
10  10  11
11  1  14
12  6  16
13  8  12
14  11  14
15  1  2
16  10  15
;
