param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  8  10  4  10  9  7  9  7  2  4  4  5  2  6  2  9
2  8  100  3  3  3  9  10  3  5  9  5  6  7  8  4  3  7
3  10  3  100  7  3  7  10  5  3  8  2  6  8  3  6  6  4
4  4  3  7  100  4  6  2  3  6  8  2  7  4  5  4  3  3
5  10  3  3  4  100  5  8  4  8  9  10  5  7  7  6  8  9
6  9  9  7  6  5  100  4  8  3  3  6  10  5  6  3  10  5
7  7  10  10  2  8  4  100  9  6  4  3  6  3  2  2  5  9
8  9  3  5  3  4  8  9  100  8  3  5  9  3  10  7  9  5
9  7  5  3  6  8  3  6  8  100  4  7  3  10  9  3  2  7
10  2  9  8  8  9  3  4  3  4  100  5  9  6  3  4  4  9
11  4  5  2  2  10  6  3  5  7  5  100  2  4  3  4  2  9
12  4  6  6  7  5  10  6  9  3  9  2  100  8  8  10  4  4
13  5  7  8  4  7  5  3  3  10  6  4  8  100  9  8  9  3
14  2  8  3  5  7  6  2  10  9  3  3  8  9  100  2  8  7
15  6  4  6  4  6  3  2  7  3  4  4  10  8  2  100  8  9
16  2  3  6  3  8  10  5  9  2  4  2  4  9  8  8  100  5
17  9  7  4  3  9  5  9  5  7  9  9  4  3  7  9  5  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  3  100  100  7  100  100  3  2  100  100  100  100  100  3  100  4
2  3  100  2  9  100  10  100  100  100  100  100  4  100  100  5  100  100
3  100  2  100  5  100  100  2  100  100  100  100  100  100  100  100  100  100
4  100  9  5  100  10  100  100  100  100  100  100  100  5  100  100  100  100
5  7  100  100  10  100  2  100  100  8  100  100  100  100  100  100  100  100
6  100  10  100  100  2  100  9  100  100  100  100  100  100  100  100  100  100
7  100  100  2  100  100  9  100  10  100  100  100  100  100  100  100  100  100
8  3  100  100  100  100  100  10  100  3  2  100  100  9  100  100  100  10
9  2  100  100  100  8  100  100  3  100  2  8  6  100  10  100  100  9
10  100  100  100  100  100  100  100  2  2  100  7  9  100  100  100  9  100
11  100  100  100  100  100  100  100  100  8  7  100  7  100  2  100  100  9
12  100  4  100  100  100  100  100  100  6  9  7  100  8  7  100  100  10
13  100  100  100  5  100  100  100  9  100  100  100  8  100  6  100  100  100
14  100  100  100  100  100  100  100  100  10  100  2  7  6  100  5  7  10
15  3  5  100  100  100  100  100  100  100  100  100  100  100  5  100  9  6
16  100  100  100  100  100  100  100  100  100  9  100  100  100  7  9  100  3
17  4  100  100  100  100  100  100  10  9  100  9  10  100  10  6  3  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  1  0  0  1  0  0  0  1  0  0  0  0  0  1  0  1
2  .  .  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0
3  .  .  .  1  0  0  1  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  1  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  1  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  1  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  1  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  1  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  1  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  9
2  2  3
3  3  7
4  5  6
5  8  10
6  9  10
7  11  14
8  1  2
9  1  15
10  16  17
11  1  17
12  2  12
13  3  4
14  4  13
15  14  15
16  1  5
;
