param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  5  10  7  9  5  10  9  8  5  8  8  6  10  5  4  6
2  5  100  9  2  5  8  8  10  2  6  4  6  8  4  3  8  8
3  10  9  100  4  4  6  2  2  7  8  8  7  3  3  6  2  10
4  7  2  4  100  6  5  2  8  9  4  5  5  3  6  5  4  3
5  9  5  4  6  100  8  3  4  6  3  6  8  4  8  5  10  10
6  5  8  6  5  8  100  3  4  5  5  4  2  9  10  4  6  5
7  10  8  2  2  3  3  100  9  4  6  8  6  5  4  10  2  3
8  9  10  2  8  4  4  9  100  5  10  8  10  2  2  4  5  4
9  8  2  7  9  6  5  4  5  100  3  6  8  8  8  8  5  4
10  5  6  8  4  3  5  6  10  3  100  7  8  8  8  9  4  5
11  8  4  8  5  6  4  8  8  6  7  100  8  7  8  4  2  2
12  8  6  7  5  8  2  6  10  8  8  8  100  5  8  9  2  10
13  6  8  3  3  4  9  5  2  8  8  7  5  100  3  10  6  3
14  10  4  3  6  8  10  4  2  8  8  8  8  3  100  9  9  7
15  5  3  6  5  5  4  10  4  8  9  4  9  10  9  100  7  8
16  4  8  2  4  10  6  2  5  5  4  2  2  6  9  7  100  2
17  6  8  10  3  10  5  3  4  4  5  2  10  3  7  8  2  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  6  100  100  100  100  100  100  100  10  100  4  6  100  3  100  3
2  6  100  6  100  100  8  100  100  100  100  100  100  100  100  100  100  100
3  100  6  100  10  100  100  100  100  100  8  100  100  100  100  8  100  100
4  100  100  10  100  7  3  100  100  100  4  100  5  6  100  100  100  100
5  100  100  100  7  100  6  100  100  100  100  100  9  100  100  100  5  100
6  100  8  100  3  6  100  3  100  100  100  100  2  8  100  100  100  100
7  100  100  100  100  100  3  100  9  100  100  100  100  100  100  100  100  3
8  100  100  100  100  100  100  9  100  7  100  100  100  100  100  100  100  100
9  100  100  100  100  100  100  100  7  100  10  100  100  100  3  6  100  100
10  10  100  8  4  100  100  100  100  10  100  10  10  100  100  100  9  100
11  100  100  100  100  100  100  100  100  100  10  100  6  6  100  100  100  100
12  4  100  100  5  9  2  100  100  100  10  6  100  3  100  3  100  100
13  6  100  100  6  100  8  100  100  100  100  6  3  100  10  100  100  100
14  100  100  100  100  100  100  100  100  3  100  100  100  10  100  10  100  100
15  3  100  8  100  100  100  100  100  6  100  100  3  100  10  100  6  100
16  100  100  100  100  5  100  100  100  100  9  100  100  100  100  6  100  6
17  3  100  100  100  100  100  3  100  100  100  100  100  100  100  100  6  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  1  0  1
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  1  0  0  0  1  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  1  0
6  .  .  .  .  .  .  1  0  0  0  0  1  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  1
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  1  1  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  1  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  1  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  1
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  6  12
2  1  15
3  1  17
4  4  6
5  6  7
6  7  17
7  9  14
8  12  13
9  4  10
10  5  16
11  1  2
12  2  3
13  5  6
14  9  15
15  11  12
16  8  9
;
