param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  8  5  6  8  10  9  5  6  5  5  2  9  4  3  8  2
2  8  100  6  5  8  7  3  5  2  4  5  8  10  3  3  4  9
3  5  6  100  2  6  2  9  7  7  9  5  3  7  5  4  10  5
4  6  5  2  100  6  7  8  4  6  5  10  5  5  4  5  6  2
5  8  8  6  6  100  4  5  8  5  8  5  6  4  4  6  3  5
6  10  7  2  7  4  100  9  8  4  2  9  9  10  10  10  3  3
7  9  3  9  8  5  9  100  10  4  6  6  7  5  9  9  10  10
8  5  5  7  4  8  8  10  100  7  8  4  3  6  6  5  10  8
9  6  2  7  6  5  4  4  7  100  8  6  10  6  9  7  3  4
10  5  4  9  5  8  2  6  8  8  100  5  10  4  7  2  6  3
11  5  5  5  10  5  9  6  4  6  5  100  9  6  6  9  2  10
12  2  8  3  5  6  9  7  3  10  10  9  100  2  3  4  9  5
13  9  10  7  5  4  10  5  6  6  4  6  2  100  4  6  8  9
14  4  3  5  4  4  10  9  6  9  7  6  3  4  100  8  2  5
15  3  3  4  5  6  10  9  5  7  2  9  4  6  8  100  10  4
16  8  4  10  6  3  3  10  10  3  6  2  9  8  2  10  100  6
17  2  9  5  2  5  3  10  8  4  3  10  5  9  5  4  6  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  6  100  100  100  100  100  7  10  100  100  100  100  100  100  100  5
2  6  100  6  100  100  100  100  100  100  100  100  100  100  100  100  100  100
3  100  6  100  3  100  100  100  4  8  100  100  100  100  3  100  100  100
4  100  100  3  100  7  8  100  100  100  100  100  100  100  100  7  10  100
5  100  100  100  7  100  4  100  100  3  100  100  100  100  5  100  100  100
6  100  100  100  8  4  100  5  100  100  100  6  4  100  100  100  4  100
7  100  100  100  100  100  5  100  8  100  100  100  100  100  100  100  100  100
8  7  100  4  100  100  100  8  100  4  10  4  100  100  100  100  100  100
9  10  100  8  100  3  100  100  4  100  4  100  100  100  100  100  3  4
10  100  100  100  100  100  100  100  10  4  100  8  100  100  100  100  100  100
11  100  100  100  100  100  6  100  4  100  8  100  7  100  7  100  100  100
12  100  100  100  100  100  4  100  100  100  100  7  100  2  100  100  100  8
13  100  100  100  100  100  100  100  100  100  100  100  2  100  3  100  100  100
14  100  100  3  100  5  100  100  100  100  100  7  100  3  100  10  100  8
15  100  100  100  7  100  100  100  100  100  100  100  100  100  10  100  2  100
16  100  100  100  10  100  4  100  100  3  100  100  100  100  100  2  100  8
17  5  100  100  100  100  100  100  100  4  100  100  8  100  8  100  8  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  1  0  0  0  0  0  1  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  1  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  1  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  1  1
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  1  0  0  0  0  0  1  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  1  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  1  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  12  13
2  15  16
3  3  4
4  3  14
5  5  9
6  9  16
7  13  14
8  3  8
9  5  6
10  6  12
11  8  11
12  9  10
13  9  17
14  1  17
15  6  7
16  1  2
;
