param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  2  2  9  2  10  5  5  10  6  9  4  4  7  8  9  9
2  2  100  7  10  5  8  4  6  6  8  5  6  9  3  7  7  4
3  2  7  100  6  7  5  3  9  8  9  6  4  9  3  5  5  3
4  9  10  6  100  2  6  3  4  8  5  3  7  2  7  10  7  4
5  2  5  7  2  100  6  3  8  7  8  6  10  5  8  9  7  4
6  10  8  5  6  6  100  9  9  7  8  4  8  10  6  7  10  4
7  5  4  3  3  3  9  100  3  5  9  4  5  10  10  9  10  8
8  5  6  9  4  8  9  3  100  10  7  9  8  2  4  10  10  3
9  10  6  8  8  7  7  5  10  100  10  7  2  5  2  7  2  4
10  6  8  9  5  8  8  9  7  10  100  7  8  7  3  4  9  3
11  9  5  6  3  6  4  4  9  7  7  100  6  7  10  2  2  3
12  4  6  4  7  10  8  5  8  2  8  6  100  10  9  3  10  3
13  4  9  9  2  5  10  10  2  5  7  7  10  100  8  9  3  10
14  7  3  3  7  8  6  10  4  2  3  10  9  8  100  7  8  9
15  8  7  5  10  9  7  9  10  7  4  2  3  9  7  100  7  3
16  9  7  5  7  7  10  10  10  2  9  2  10  3  8  7  100  8
17  9  4  3  4  4  4  8  3  4  3  3  3  10  9  3  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  10  100  100  100  100  100  100  5  100  100  100  100  100  100  100  9
2  10  100  4  10  100  100  100  100  100  4  100  100  100  100  100  100  100
3  100  4  100  6  100  100  7  100  100  100  3  7  5  100  100  2  100
4  100  10  6  100  9  100  100  5  100  100  100  100  100  4  100  100  5
5  100  100  100  9  100  8  3  100  100  100  100  5  100  2  100  100  100
6  100  100  100  100  8  100  9  100  100  100  100  100  100  100  100  3  100
7  100  100  7  100  3  9  100  9  100  100  7  100  100  9  100  6  100
8  100  100  100  5  100  100  9  100  3  100  100  100  100  100  100  100  100
9  5  100  100  100  100  100  100  3  100  2  3  100  100  9  100  100  100
10  100  4  100  100  100  100  100  100  2  100  5  100  100  100  100  2  7
11  100  100  3  100  100  100  7  100  3  5  100  8  100  100  100  100  100
12  100  100  7  100  5  100  100  100  100  100  8  100  9  100  100  100  100
13  100  100  5  100  100  100  100  100  100  100  100  9  100  2  100  100  100
14  100  100  100  4  2  100  9  100  9  100  100  100  2  100  4  100  100
15  100  100  100  100  100  100  100  100  100  100  100  100  100  4  100  2  100
16  100  100  2  100  100  3  6  100  100  2  100  100  100  100  2  100  5
17  9  100  100  5  100  100  100  100  100  7  100  100  100  100  100  5  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  1  0  0  0  0  1  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  1  0  0  1
5  .  .  .  .  .  0  1  0  0  0  0  1  0  1  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  1  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  1  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  1  0  0  0  0  1  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  1  0  0  0  0  0  0  1  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  1  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  3  16
2  5  14
3  9  10
4  10  16
5  13  14
6  15  16
7  3  11
8  5  7
9  6  16
10  8  9
11  2  3
12  4  14
13  14  15
14  1  9
15  4  17
16  5  12
;
