param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  9  9  2  5  7  6  4  4  2  4  6  10  10  2  8  3
2  9  100  8  9  6  5  10  6  2  4  3  9  10  9  10  3  6
3  9  8  100  10  7  6  4  8  6  10  2  3  2  3  10  9  8
4  2  9  10  100  5  3  6  10  5  3  3  9  9  5  6  3  2
5  5  6  7  5  100  4  2  5  10  9  6  9  6  7  6  2  7
6  7  5  6  3  4  100  2  6  3  6  10  4  5  5  3  8  6
7  6  10  4  6  2  2  100  8  8  6  2  9  2  5  7  5  8
8  4  6  8  10  5  6  8  100  8  3  7  9  5  8  2  10  9
9  4  2  6  5  10  3  8  8  100  8  10  9  9  3  9  3  6
10  2  4  10  3  9  6  6  3  8  100  3  6  7  2  8  3  4
11  4  3  2  3  6  10  2  7  10  3  100  5  3  2  8  3  8
12  6  9  3  9  9  4  9  9  9  6  5  100  2  10  8  7  2
13  10  10  2  9  6  5  2  5  9  7  3  2  100  8  3  5  5
14  10  9  3  5  7  5  5  8  3  2  2  10  8  100  2  2  5
15  2  10  10  6  6  3  7  2  9  8  8  8  3  2  100  3  3
16  8  3  9  3  2  8  5  10  3  3  3  7  5  2  3  100  3
17  3  6  8  2  7  6  8  9  6  4  8  2  5  5  3  3  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  7  8  8  100  100  100  100  100  100  100  6  10  100  100  2  9
2  7  100  6  100  100  100  100  100  100  100  100  100  6  100  100  100  100
3  8  6  100  9  100  100  100  100  100  100  3  100  100  100  100  100  100
4  8  100  9  100  10  7  100  100  100  9  100  10  100  100  100  100  100
5  100  100  100  10  100  3  100  100  100  100  100  100  100  100  100  100  100
6  100  100  100  7  3  100  8  10  100  100  7  100  100  100  100  100  100
7  100  100  100  100  100  8  100  3  100  100  100  100  100  100  100  8  100
8  100  100  100  100  100  10  3  100  8  100  9  100  100  100  100  100  2
9  100  100  100  100  100  100  100  8  100  9  100  100  100  100  100  100  9
10  100  100  100  9  100  100  100  100  9  100  8  100  100  6  6  100  100
11  100  100  3  100  100  7  100  9  100  8  100  10  100  100  100  8  100
12  6  100  100  10  100  100  100  100  100  100  10  100  6  4  100  5  100
13  10  6  100  100  100  100  100  100  100  100  100  6  100  7  100  100  100
14  100  100  100  100  100  100  100  100  100  6  100  4  7  100  8  100  100
15  100  100  100  100  100  100  100  100  100  6  100  100  100  8  100  2  100
16  2  100  100  100  100  100  8  100  100  100  8  5  100  100  2  100  6
17  9  100  100  100  100  100  100  2  9  100  100  100  100  100  100  6  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  1  0  0  0  0  0  0  0  0  0  0  0  1  0
2  .  .  1  0  0  0  0  0  0  0  0  0  1  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  1  0  0  0  0  0  0
4  .  .  .  .  0  1  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  1
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  1  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  1  0  1  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  1  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  1
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  1  0  1  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  16
2  8  17
3  15  16
4  3  11
5  5  6
6  7  8
7  12  14
8  12  16
9  2  3
10  2  13
11  10  14
12  12  13
13  16  17
14  4  6
15  6  11
16  1  4
;
