param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  3  4  6  8  6  2  7  2  9  6  3  8  6  7  6  3
2  3  100  8  3  7  6  7  9  9  6  9  5  3  10  10  6  8
3  4  8  100  6  3  6  6  2  3  4  10  2  2  4  5  6  9
4  6  3  6  100  7  3  10  6  3  5  7  7  5  3  2  8  9
5  8  7  3  7  100  7  3  9  9  2  3  2  2  3  10  3  2
6  6  6  6  3  7  100  4  6  5  7  7  7  6  4  6  5  8
7  2  7  6  10  3  4  100  6  7  9  5  3  2  5  7  5  6
8  7  9  2  6  9  6  6  100  8  6  10  2  7  6  6  9  10
9  2  9  3  3  9  5  7  8  100  7  6  3  6  7  6  5  7
10  9  6  4  5  2  7  9  6  7  100  7  9  8  2  2  5  7
11  6  9  10  7  3  7  5  10  6  7  100  7  2  8  7  10  6
12  3  5  2  7  2  7  3  2  3  9  7  100  7  8  5  4  10
13  8  3  2  5  2  6  2  7  6  8  2  7  100  4  10  8  7
14  6  10  4  3  3  4  5  6  7  2  8  8  4  100  10  6  2
15  7  10  5  2  10  6  7  6  6  2  7  5  10  10  100  6  9
16  6  6  6  8  3  5  5  9  5  5  10  4  8  6  6  100  4
17  3  8  9  9  2  8  6  10  7  7  6  10  7  2  9  4  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  5  5  100  100  8  100  100  100  9  2  100  100  100  100  100  10
2  5  100  10  100  100  100  100  8  100  100  100  100  100  100  100  100  100
3  5  10  100  7  100  100  9  100  100  100  6  100  100  100  100  100  8
4  100  100  7  100  5  100  100  100  4  100  100  100  100  9  100  100  3
5  100  100  100  5  100  8  100  100  6  100  7  100  100  100  100  100  100
6  8  100  100  100  8  100  3  100  100  100  100  100  100  100  7  8  100
7  100  100  9  100  100  3  100  5  100  100  100  100  100  100  100  100  7
8  100  8  100  100  100  100  5  100  6  100  100  100  100  100  100  2  2
9  100  100  100  4  6  100  100  6  100  2  7  100  100  100  100  3  100
10  9  100  100  100  100  100  100  100  2  100  2  100  100  100  100  9  100
11  2  100  6  100  7  100  100  100  7  2  100  6  100  5  10  100  100
12  100  100  100  100  100  100  100  100  100  100  6  100  9  100  100  100  100
13  100  100  100  100  100  100  100  100  100  100  100  9  100  8  100  3  100
14  100  100  100  9  100  100  100  100  100  100  5  100  8  100  8  100  100
15  100  100  100  100  100  7  100  100  100  100  10  100  100  8  100  5  4
16  100  100  100  100  100  8  100  2  3  9  100  100  3  100  5  100  4
17  10  100  8  3  100  100  7  2  100  100  100  100  100  100  4  4  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  1  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  1
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  1  1
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  1  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  1  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  1
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  1
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  1  1
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  1  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  11
2  8  16
3  8  17
4  9  10
5  10  11
6  4  17
7  6  7
8  9  16
9  13  16
10  15  17
11  1  2
12  1  3
13  4  5
14  7  8
15  11  14
16  11  12
;
