param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  6  7  8  3  7  6  6  8  6  2  10  5  6  9  6  2
2  6  100  5  6  2  5  7  8  7  3  9  4  3  3  9  9  4
3  7  5  100  7  6  6  4  8  10  9  6  9  5  7  6  8  2
4  8  6  7  100  10  9  3  2  9  3  4  10  5  8  10  6  8
5  3  2  6  10  100  8  7  2  9  9  5  2  8  3  4  2  3
6  7  5  6  9  8  100  3  3  2  5  10  7  10  9  8  7  2
7  6  7  4  3  7  3  100  9  2  10  5  9  4  5  5  7  6
8  6  8  8  2  2  3  9  100  7  6  8  4  9  8  4  2  4
9  8  7  10  9  9  2  2  7  100  4  5  4  10  2  8  3  4
10  6  3  9  3  9  5  10  6  4  100  10  2  4  3  7  7  10
11  2  9  6  4  5  10  5  8  5  10  100  7  3  5  2  3  5
12  10  4  9  10  2  7  9  4  4  2  7  100  7  7  2  2  8
13  5  3  5  5  8  10  4  9  10  4  3  7  100  2  8  2  10
14  6  3  7  8  3  9  5  8  2  3  5  7  2  100  3  2  6
15  9  9  6  10  4  8  5  4  8  7  2  2  8  3  100  9  6
16  6  9  8  6  2  7  7  2  3  7  3  2  2  2  9  100  8
17  2  4  2  8  3  2  6  4  4  10  5  8  10  6  6  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  4  100  100  100  100  100  100  100  100  100  2  100  4  100  100  4
2  4  100  3  100  100  100  100  4  8  100  100  100  100  100  100  100  100
3  100  3  100  10  100  9  100  100  100  100  100  100  100  100  5  100  100
4  100  100  10  100  2  100  100  100  7  100  100  2  100  100  4  100  100
5  100  100  100  2  100  6  8  100  100  100  100  100  100  100  6  10  100
6  100  100  9  100  6  100  10  100  100  100  8  100  100  100  5  100  100
7  100  100  100  100  8  10  100  10  8  100  100  100  100  3  100  100  6
8  100  4  100  100  100  100  10  100  9  100  100  100  4  100  100  2  100
9  100  8  100  7  100  100  8  9  100  2  100  100  100  100  8  100  100
10  100  100  100  100  100  100  100  100  2  100  5  100  100  100  100  2  100
11  100  100  100  100  100  8  100  100  100  5  100  5  100  100  2  100  100
12  2  100  100  2  100  100  100  100  100  100  5  100  10  100  100  100  100
13  100  100  100  100  100  100  100  4  100  100  100  10  100  3  100  100  100
14  4  100  100  100  100  100  3  100  100  100  100  100  3  100  10  8  10
15  100  100  5  4  6  5  100  100  8  100  2  100  100  10  100  7  100
16  100  100  100  100  10  100  100  2  100  2  100  100  100  8  7  100  8
17  4  100  100  100  100  100  6  100  100  100  100  100  100  10  100  8  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  1  0  0  0  0  0  0  0  0  0  1  0  1  0  0  1
2  .  .  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  1  0  0  1  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  1  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  1  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  1  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  1  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  1  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  1  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  1  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  12
2  4  5
3  4  12
4  8  16
5  9  10
6  10  16
7  11  15
8  2  3
9  7  14
10  13  14
11  1  2
12  1  14
13  1  17
14  2  8
15  4  15
16  6  15
;
