param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  3  5  2  2  10  3  8  9  4  3  2  3  2  3  2  8
2  3  100  7  7  8  8  3  8  6  5  4  8  4  3  2  8  5
3  5  7  100  6  7  4  4  10  8  2  3  9  3  8  6  5  2
4  2  7  6  100  7  10  10  10  9  2  6  4  6  10  5  4  4
5  2  8  7  7  100  3  8  5  4  6  8  4  2  2  6  6  6
6  10  8  4  10  3  100  6  4  4  9  2  6  8  5  2  8  5
7  3  3  4  10  8  6  100  7  7  10  2  10  9  4  7  9  9
8  8  8  10  10  5  4  7  100  4  9  2  5  7  5  2  3  7
9  9  6  8  9  4  4  7  4  100  9  5  8  2  7  5  7  6
10  4  5  2  2  6  9  10  9  9  100  3  5  6  6  5  10  7
11  3  4  3  6  8  2  2  2  5  3  100  4  4  2  2  5  10
12  2  8  9  4  4  6  10  5  8  5  4  100  4  9  7  3  10
13  3  4  3  6  2  8  9  7  2  6  4  4  100  6  9  4  4
14  2  3  8  10  2  5  4  5  7  6  2  9  6  100  2  3  5
15  3  2  6  5  6  2  7  2  5  5  2  7  9  2  100  4  5
16  2  8  5  4  6  8  9  3  7  10  5  3  4  3  4  100  6
17  8  5  2  4  6  5  9  7  6  7  10  10  4  5  5  6  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  4  100  6  100  4  100  100  100  100  100  100  100  100  100  100  3
2  4  100  3  100  100  100  4  10  100  100  100  100  100  100  100  100  8
3  100  3  100  2  100  100  100  100  100  4  2  100  100  100  100  100  100
4  6  100  2  100  9  6  100  100  100  100  2  100  100  100  100  100  100
5  100  100  100  9  100  4  8  100  8  100  100  100  100  8  2  100  100
6  4  100  100  6  4  100  8  100  100  9  100  100  100  100  2  100  100
7  100  4  100  100  8  8  100  10  100  100  100  100  7  100  100  100  100
8  100  10  100  100  100  100  10  100  2  100  100  100  100  100  8  8  100
9  100  100  100  100  8  100  100  2  100  2  100  100  100  100  100  100  100
10  100  100  4  100  100  9  100  100  2  100  7  100  100  100  10  100  100
11  100  100  2  2  100  100  100  100  100  7  100  8  100  100  2  100  10
12  100  100  100  100  100  100  100  100  100  100  8  100  2  100  100  100  100
13  100  100  100  100  100  100  7  100  100  100  100  2  100  8  10  4  100
14  100  100  100  100  8  100  100  100  100  100  100  100  8  100  10  100  100
15  100  100  100  100  2  2  100  8  100  10  2  100  10  10  100  5  100
16  100  100  100  100  100  100  100  8  100  100  100  100  4  100  5  100  5
17  3  8  100  100  100  100  100  100  100  100  10  100  100  100  100  5  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  1  1  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  1  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  1  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  1  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  1  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  1  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  1  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  3  4
2  3  11
3  5  15
4  6  15
5  8  9
6  9  10
7  11  15
8  12  13
9  1  17
10  2  3
11  1  2
12  2  7
13  3  10
14  13  16
15  15  16
16  7  13
;
