param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  3  8  10  10  3  8  4  2  5  3  7  8  10  4  7  8
2  3  100  6  2  9  6  5  9  7  9  7  6  10  8  3  3  2
3  8  6  100  2  4  5  6  9  6  2  2  9  8  7  6  7  3
4  10  2  2  100  8  2  5  2  3  10  7  4  4  8  10  6  7
5  10  9  4  8  100  9  2  6  10  7  2  5  10  4  5  7  10
6  3  6  5  2  9  100  6  10  5  5  9  5  5  3  3  9  2
7  8  5  6  5  2  6  100  3  2  8  2  8  5  6  7  2  5
8  4  9  9  2  6  10  3  100  7  7  7  8  2  10  10  2  8
9  2  7  6  3  10  5  2  7  100  8  5  5  10  3  8  5  9
10  5  9  2  10  7  5  8  7  8  100  7  6  5  3  7  2  7
11  3  7  2  7  2  9  2  7  5  7  100  2  9  10  2  8  9
12  7  6  9  4  5  5  8  8  5  6  2  100  6  6  9  6  6
13  8  10  8  4  10  5  5  2  10  5  9  6  100  7  2  7  10
14  10  8  7  8  4  3  6  10  3  3  10  6  7  100  7  6  9
15  4  3  6  10  5  3  7  10  8  7  2  9  2  7  100  9  5
16  7  3  7  6  7  9  2  2  5  2  8  6  7  6  9  100  2
17  8  2  3  7  10  2  5  8  9  7  9  6  10  9  5  2  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  3  100  100  5  100  100  100  100  100  100  100  9  100  100  9  6
2  3  100  10  100  100  100  100  100  100  2  100  100  100  100  100  4  100
3  100  10  100  5  100  5  9  100  6  100  100  100  100  6  100  100  5
4  100  100  5  100  2  100  100  100  100  100  100  9  100  100  5  100  4
5  5  100  100  2  100  2  100  7  100  100  100  8  100  9  100  100  4
6  100  100  5  100  2  100  8  100  100  100  100  100  100  6  5  100  100
7  100  100  9  100  100  8  100  2  100  100  100  100  100  100  100  100  100
8  100  100  100  100  7  100  2  100  4  100  100  100  100  2  100  100  100
9  100  100  6  100  100  100  100  4  100  8  5  100  100  100  100  7  100
10  100  2  100  100  100  100  100  100  8  100  5  100  100  100  7  5  9
11  100  100  100  100  100  100  100  100  5  5  100  2  100  100  100  100  100
12  100  100  100  9  8  100  100  100  100  100  2  100  6  5  100  100  100
13  9  100  100  100  100  100  100  100  100  100  100  6  100  9  4  8  100
14  100  100  6  100  9  6  100  2  100  100  100  5  9  100  10  100  100
15  100  100  100  5  100  5  100  100  100  7  100  100  4  10  100  5  4
16  9  4  100  100  100  100  100  100  7  5  100  100  8  100  5  100  8
17  6  100  5  4  4  100  100  100  100  9  100  100  100  100  4  8  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  1  0  0  0  0  0  1  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  1
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  1  0  0  0
9  .  .  .  .  .  .  .  .  .  0  1  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  1
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  1  0  0  0  0  0  1  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  1  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  10
2  4  5
3  5  6
4  7  8
5  8  14
6  11  12
7  1  2
8  2  16
9  4  17
10  8  9
11  13  15
12  15  17
13  1  5
14  3  4
15  9  11
16  10  11
;
