param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  8  8  2  6  3  9  3  6  9  3  9  8  7  7  6  10
2  8  100  4  2  2  3  6  5  7  4  4  8  5  2  10  3  3
3  8  4  100  9  3  5  10  4  6  8  7  10  6  7  2  8  5
4  2  2  9  100  9  8  4  3  6  5  3  9  5  4  7  7  3
5  6  2  3  9  100  8  3  10  7  4  2  5  7  3  9  10  7
6  3  3  5  8  8  100  8  10  3  7  7  6  3  8  8  3  4
7  9  6  10  4  3  8  100  5  7  2  8  9  9  3  9  10  8
8  3  5  4  3  10  10  5  100  6  9  10  5  8  10  9  2  2
9  6  7  6  6  7  3  7  6  100  5  5  7  7  3  3  4  10
10  9  4  8  5  4  7  2  9  5  100  6  9  3  4  9  6  2
11  3  4  7  3  2  7  8  10  5  6  100  7  6  7  4  9  6
12  9  8  10  9  5  6  9  5  7  9  7  100  2  4  2  3  8
13  8  5  6  5  7  3  9  8  7  3  6  2  100  7  9  5  2
14  7  2  7  4  3  8  3  10  3  4  7  4  7  100  7  9  5
15  7  10  2  7  9  8  9  9  3  9  4  2  9  7  100  7  3
16  6  3  8  7  10  3  10  2  4  6  9  3  5  9  7  100  8
17  10  3  5  3  7  4  8  2  10  2  6  8  2  5  3  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  8  100  100  100  100  100  100  100  100  100  100  100  100  7  100  2
2  8  100  9  100  100  100  100  100  100  100  100  100  100  10  100  2  100
3  100  9  100  2  8  100  8  100  100  10  100  100  100  3  100  3  100
4  100  100  2  100  10  100  100  100  100  3  100  100  100  100  2  6  100
5  100  100  8  10  100  8  100  100  100  100  100  100  10  100  100  7  100
6  100  100  100  100  8  100  3  100  100  100  100  100  100  100  100  100  100
7  100  100  8  100  100  3  100  4  100  4  100  100  100  100  100  100  100
8  100  100  100  100  100  100  4  100  3  100  100  100  100  100  100  100  100
9  100  100  100  100  100  100  100  3  100  5  6  100  100  100  100  7  100
10  100  100  10  3  100  100  4  100  5  100  3  100  100  100  100  10  100
11  100  100  100  100  100  100  100  100  6  3  100  4  9  100  100  100  100
12  100  100  100  100  100  100  100  100  100  100  4  100  6  100  100  100  100
13  100  100  100  100  10  100  100  100  100  100  9  6  100  6  100  4  100
14  100  10  3  100  100  100  100  100  100  100  100  100  6  100  4  100  10
15  7  100  100  2  100  100  100  100  100  100  100  100  100  4  100  5  100
16  100  2  3  6  7  100  100  100  7  10  100  100  4  100  5  100  10
17  2  100  100  100  100  100  100  100  100  100  100  100  100  10  100  10  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  1  0  1  0
4  .  .  .  .  0  0  0  0  0  1  0  0  0  0  1  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  1  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  1  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  1  0  1  0
4  .  .  .  .  0  0  0  0  0  1  0  0  0  0  1  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  17
2  2  16
3  3  4
4  4  15
5  3  14
6  3  16
7  4  10
8  6  7
9  8  9
10  10  11
11  7  8
12  7  10
13  11  12
14  13  16
15  1  15
16  5  16
;
