param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  8  2  3  10  4  8  2  9  9  8  5  8  10  2  6  2
2  8  100  7  4  10  4  10  9  3  8  3  6  9  7  9  7  8
3  2  7  100  3  8  8  2  5  7  7  3  9  10  6  7  3  10
4  3  4  3  100  6  3  5  6  2  9  2  4  7  5  7  10  3
5  10  10  8  6  100  6  3  4  6  3  8  2  7  9  7  9  6
6  4  4  8  3  6  100  7  10  2  8  4  2  9  10  9  10  10
7  8  10  2  5  3  7  100  8  4  8  3  4  3  7  2  4  5
8  2  9  5  6  4  10  8  100  3  8  5  4  10  3  7  5  6
9  9  3  7  2  6  2  4  3  100  3  4  10  3  7  8  8  7
10  9  8  7  9  3  8  8  8  3  100  9  3  10  6  6  9  4
11  8  3  3  2  8  4  3  5  4  9  100  6  7  4  3  4  8
12  5  6  9  4  2  2  4  4  10  3  6  100  9  6  5  8  2
13  8  9  10  7  7  9  3  10  3  10  7  9  100  10  6  2  8
14  10  7  6  5  9  10  7  3  7  6  4  6  10  100  2  2  10
15  2  9  7  7  7  9  2  7  8  6  3  5  6  2  100  10  7
16  6  7  3  10  9  10  4  5  8  9  4  8  2  2  10  100  4
17  2  8  10  3  6  10  5  6  7  4  8  2  8  10  7  4  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  8  100  5  100  100  100  3  100  100  100  100  100  100  100  100  3
2  8  100  9  100  100  100  100  100  7  100  100  100  4  100  100  100  100
3  100  9  100  8  100  100  100  8  100  100  100  100  100  100  100  100  100
4  5  100  8  100  10  100  100  10  5  100  100  100  3  5  100  100  100
5  100  100  100  10  100  5  100  10  100  100  100  100  100  100  100  100  100
6  100  100  100  100  5  100  6  100  100  100  100  100  100  2  100  100  100
7  100  100  100  100  100  6  100  6  100  100  100  100  100  100  100  2  100
8  3  100  8  10  10  100  6  100  9  100  100  100  100  7  6  100  100
9  100  7  100  5  100  100  100  9  100  3  100  100  9  100  100  3  100
10  100  100  100  100  100  100  100  100  3  100  6  100  7  100  100  100  8
11  100  100  100  100  100  100  100  100  100  6  100  10  4  100  100  100  100
12  100  100  100  100  100  100  100  100  100  100  10  100  5  2  100  100  100
13  100  4  100  3  100  100  100  100  9  7  4  5  100  5  100  100  100
14  100  100  100  5  100  2  100  7  100  100  100  2  5  100  3  100  100
15  100  100  100  100  100  100  100  6  100  100  100  100  100  3  100  7  3
16  100  100  100  100  100  100  2  100  3  100  100  100  100  100  7  100  8
17  3  100  100  100  100  100  100  100  100  8  100  100  100  100  3  8  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  1  0  0  0  1  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  1  0  0  0  1  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  1  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  1  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  1  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  1  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  1  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  1
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  1  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  1  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  1  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  1  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  1  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  6  14
2  7  16
3  12  14
4  1  8
5  1  17
6  4  13
7  9  10
8  9  16
9  14  15
10  15  17
11  2  13
12  11  13
13  1  4
14  4  9
15  5  6
16  3  4
;
