param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  4  9  10  5  2  9  10  9  3  5  4  9  4  7  10  5
2  4  100  7  4  6  9  2  4  8  5  5  10  7  3  8  6  4
3  9  7  100  3  3  5  3  2  2  6  2  3  3  5  7  6  3
4  10  4  3  100  8  6  4  3  9  10  2  3  8  9  3  10  10
5  5  6  3  8  100  2  7  3  6  9  6  4  10  7  4  2  5
6  2  9  5  6  2  100  2  7  4  8  10  8  2  4  6  6  6
7  9  2  3  4  7  2  100  2  7  9  3  7  3  7  8  3  6
8  10  4  2  3  3  7  2  100  10  3  9  2  8  6  5  8  7
9  9  8  2  9  6  4  7  10  100  3  2  2  2  7  8  7  8
10  3  5  6  10  9  8  9  3  3  100  3  4  9  3  3  7  8
11  5  5  2  2  6  10  3  9  2  3  100  9  2  4  7  8  10
12  4  10  3  3  4  8  7  2  2  4  9  100  4  3  5  8  4
13  9  7  3  8  10  2  3  8  2  9  2  4  100  9  9  8  7
14  4  3  5  9  7  4  7  6  7  3  4  3  9  100  5  8  9
15  7  8  7  3  4  6  8  5  8  3  7  5  9  5  100  9  5
16  10  6  6  10  2  6  3  8  7  7  8  8  8  8  9  100  4
17  5  4  3  10  5  6  6  7  8  8  10  4  7  9  5  4  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  9  100  2  9  100  100  100  100  100  100  5  100  100  100  100  5
2  9  100  6  100  100  100  100  100  7  9  100  100  100  100  100  100  100
3  100  6  100  5  100  10  100  100  3  4  100  2  100  100  3  2  100
4  2  100  5  100  5  100  100  100  100  100  100  100  100  100  100  100  100
5  9  100  100  5  100  10  7  100  100  2  100  9  100  100  7  100  3
6  100  100  10  100  10  100  2  100  100  100  100  100  4  100  100  100  4
7  100  100  100  100  7  2  100  5  100  100  100  9  3  100  9  6  100
8  100  100  100  100  100  100  5  100  4  100  7  100  100  100  100  100  100
9  100  7  3  100  100  100  100  4  100  5  100  100  100  100  100  100  100
10  100  9  4  100  2  100  100  100  5  100  2  100  9  100  6  100  5
11  100  100  100  100  100  100  100  7  100  2  100  10  100  100  100  100  100
12  5  100  2  100  9  100  9  100  100  100  10  100  7  100  10  100  100
13  100  100  100  100  100  4  3  100  100  9  100  7  100  3  100  100  100
14  100  100  100  100  100  100  100  100  100  100  100  100  3  100  5  100  7
15  100  100  3  100  7  100  9  100  100  6  100  10  100  5  100  8  100
16  100  100  2  100  100  100  6  100  100  100  100  100  100  100  8  100  10
17  5  100  100  100  3  4  100  100  100  5  100  100  100  7  100  10  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  1  1  0  1  0  0  1  1  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  1  0  0  0  0  0  0  1
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  1
7  .  .  .  .  .  .  .  0  0  0  0  0  1  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  1  0  0  1  0  0  1  1  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  4
2  3  12
3  3  16
4  5  10
5  6  7
6  10  11
7  3  9
8  3  15
9  5  17
10  7  13
11  13  14
12  3  10
13  6  17
14  8  9
15  1  12
16  2  3
;
