param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  3  6  6  10  7  5  7  4  9  3  5  8  2  8  2  9
2  3  100  6  8  4  9  9  5  2  10  9  2  5  7  9  8  9
3  6  6  100  2  8  5  5  4  8  8  9  7  7  3  10  7  8
4  6  8  2  100  10  10  5  5  7  4  3  2  10  2  5  7  5
5  10  4  8  10  100  2  8  7  9  4  10  4  9  4  7  2  4
6  7  9  5  10  2  100  7  10  5  5  3  7  10  9  4  9  7
7  5  9  5  5  8  7  100  4  8  10  4  7  9  5  4  5  5
8  7  5  4  5  7  10  4  100  10  4  8  2  5  7  4  4  7
9  4  2  8  7  9  5  8  10  100  7  7  10  9  5  7  9  8
10  9  10  8  4  4  5  10  4  7  100  4  7  5  3  2  8  9
11  3  9  9  3  10  3  4  8  7  4  100  6  10  6  7  9  6
12  5  2  7  2  4  7  7  2  10  7  6  100  5  3  7  6  10
13  8  5  7  10  9  10  9  5  9  5  10  5  100  9  7  10  3
14  2  7  3  2  4  9  5  7  5  3  6  3  9  100  7  9  5
15  8  9  10  5  7  4  4  4  7  2  7  7  7  7  100  5  5
16  2  8  7  7  2  9  5  4  9  8  9  6  10  9  5  100  8
17  9  9  8  5  4  7  5  7  8  9  6  10  3  5  5  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  2  100  100  100  100  100  100  100  100  5  100  100  100  100  100  8
2  2  100  5  100  5  100  100  100  100  100  100  100  100  100  2  100  100
3  100  5  100  10  9  6  100  100  100  100  100  100  10  100  100  100  2
4  100  100  10  100  3  100  100  100  100  100  5  7  100  100  100  100  100
5  100  5  9  3  100  2  9  100  100  100  100  100  100  100  100  100  100
6  100  100  6  100  2  100  7  100  5  100  100  100  100  100  100  100  100
7  100  100  100  100  9  7  100  2  100  100  100  100  5  100  100  7  100
8  100  100  100  100  100  100  2  100  4  4  100  100  100  2  100  100  100
9  100  100  100  100  100  5  100  4  100  5  3  100  100  100  3  100  100
10  100  100  100  100  100  100  100  4  5  100  4  100  100  100  100  100  100
11  5  100  100  5  100  100  100  100  3  4  100  10  100  100  100  100  100
12  100  100  100  7  100  100  100  100  100  100  10  100  10  100  100  100  100
13  100  100  10  100  100  100  5  100  100  100  100  10  100  8  100  100  100
14  100  100  100  100  100  100  100  2  100  100  100  100  8  100  7  100  100
15  100  2  100  100  100  100  100  100  3  100  100  100  100  7  100  10  100
16  100  100  100  100  100  100  7  100  100  100  100  100  100  100  10  100  9
17  8  100  2  100  100  100  100  100  100  100  100  100  100  100  100  9  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  1  0  0  0  0  0  0  0  0  0  1  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  1
4  .  .  .  .  1  0  0  0  0  0  0  1  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  1  0  0  1  0
8  .  .  .  .  .  .  .  .  1  1  0  0  0  1  0  0  0
9  .  .  .  .  .  .  .  .  .  0  1  0  0  0  1  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  1
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  1  0  0  0
9  .  .  .  .  .  .  .  .  .  0  1  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  2
2  2  15
3  3  17
4  5  6
5  7  8
6  8  14
7  4  5
8  9  11
9  9  15
10  8  9
11  8  10
12  2  3
13  2  5
14  7  13
15  4  12
16  7  16
;
