param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  6  6  7  8  6  2  3  6  3  9  10  9  8  2  7  5
2  6  100  3  6  9  10  7  3  10  10  7  8  3  2  2  8  7
3  6  3  100  3  5  9  10  3  6  5  6  9  10  7  10  7  10
4  7  6  3  100  5  4  4  10  6  8  2  3  7  6  9  7  4
5  8  9  5  5  100  6  5  6  6  5  8  4  5  10  6  4  4
6  6  10  9  4  6  100  10  8  2  6  9  9  2  4  8  3  8
7  2  7  10  4  5  10  100  5  10  9  4  5  8  5  9  4  10
8  3  3  3  10  6  8  5  100  3  10  3  6  7  2  3  7  6
9  6  10  6  6  6  2  10  3  100  10  8  7  2  4  6  8  10
10  3  10  5  8  5  6  9  10  10  100  2  7  7  4  10  2  10
11  9  7  6  2  8  9  4  3  8  2  100  8  9  7  4  6  3
12  10  8  9  3  4  9  5  6  7  7  8  100  9  9  3  8  9
13  9  3  10  7  5  2  8  7  2  7  9  9  100  5  10  9  5
14  8  2  7  6  10  4  5  2  4  4  7  9  5  100  6  2  7
15  2  2  10  9  6  8  9  3  6  10  4  3  10  6  100  5  10
16  7  8  7  7  4  3  4  7  8  2  6  8  9  2  5  100  8
17  5  7  10  4  4  8  10  6  10  10  3  9  5  7  10  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  5  100  100  100  7  100  100  100  100  100  100  100  100  8  100  7
2  5  100  10  100  10  100  100  100  100  100  100  9  100  5  100  100  100
3  100  10  100  5  100  100  2  100  8  6  100  6  100  100  7  100  100
4  100  100  5  100  5  100  100  100  100  100  100  100  5  100  100  7  10
5  100  10  100  5  100  4  5  100  100  9  3  100  100  6  100  100  100
6  7  100  100  100  4  100  4  100  6  100  100  100  100  100  100  4  100
7  100  100  2  100  5  4  100  9  100  100  100  100  8  100  100  5  100
8  100  100  100  100  100  100  9  100  5  100  100  100  100  100  100  100  100
9  100  100  8  100  100  6  100  5  100  4  100  100  100  6  100  9  100
10  100  100  6  100  9  100  100  100  4  100  6  100  100  9  10  100  100
11  100  100  100  100  3  100  100  100  100  6  100  8  100  100  100  100  100
12  100  9  6  100  100  100  100  100  100  100  8  100  9  100  100  100  100
13  100  100  100  5  100  100  8  100  100  100  100  9  100  9  100  8  100
14  100  5  100  100  6  100  100  100  6  9  100  100  9  100  7  100  100
15  8  100  7  100  100  100  100  100  100  10  100  100  100  7  100  4  9
16  100  100  100  7  100  4  5  100  9  100  100  100  8  100  4  100  4
17  7  100  100  10  100  100  100  100  100  100  100  100  100  100  9  4  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0
3  .  .  .  1  0  0  1  0  0  1  0  1  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  1  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  1  0  0  1  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  1  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  1  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  1  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  1  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  3  7
2  5  11
3  5  6
4  6  7
5  6  16
6  9  10
7  15  16
8  16  17
9  1  2
10  2  14
11  3  4
12  4  13
13  8  9
14  3  10
15  3  12
16  5  14
;
