param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  9  9  2  7  2  3  3  4  3  3  7  3  2  6  10  6
2  9  100  10  7  7  7  10  2  6  5  8  3  6  9  5  5  5
3  9  10  100  9  2  6  3  5  5  6  2  2  2  2  7  8  2
4  2  7  9  100  2  6  8  9  4  2  8  7  9  2  9  8  3
5  7  7  2  2  100  4  6  2  3  3  7  10  10  5  5  2  4
6  2  7  6  6  4  100  2  9  7  8  6  4  3  2  5  7  3
7  3  10  3  8  6  2  100  10  8  9  9  8  8  3  4  8  9
8  3  2  5  9  2  9  10  100  3  2  10  2  2  3  6  9  8
9  4  6  5  4  3  7  8  3  100  3  7  3  5  6  3  9  4
10  3  5  6  2  3  8  9  2  3  100  6  10  8  9  2  3  4
11  3  8  2  8  7  6  9  10  7  6  100  8  5  8  5  7  3
12  7  3  2  7  10  4  8  2  3  10  8  100  5  3  7  3  10
13  3  6  2  9  10  3  8  2  5  8  5  5  100  5  7  3  9
14  2  9  2  2  5  2  3  3  6  9  8  3  5  100  6  7  4
15  6  5  7  9  5  5  4  6  3  2  5  7  7  6  100  5  2
16  10  5  8  8  2  7  8  9  9  3  7  3  3  7  5  100  7
17  6  5  2  3  4  3  9  8  4  4  3  10  9  4  2  7  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  9  100  100  6  100  9  100  100  100  100  100  100  4  100  100  10
2  9  100  6  8  100  4  100  100  100  100  100  100  3  100  5  100  100
3  100  6  100  4  100  3  100  4  100  100  100  100  100  10  100  3  100
4  100  8  4  100  8  100  100  100  100  100  100  100  100  100  100  3  3
5  6  100  100  8  100  7  7  100  100  100  100  100  100  100  5  100  100
6  100  4  3  100  7  100  3  6  100  100  9  100  100  100  5  100  100
7  9  100  100  100  7  3  100  10  100  100  100  100  9  100  100  9  100
8  100  100  4  100  100  6  10  100  8  100  100  9  100  100  100  100  100
9  100  100  100  100  100  100  100  8  100  9  5  100  9  100  100  100  100
10  100  100  100  100  100  100  100  100  9  100  5  100  4  100  100  100  100
11  100  100  100  100  100  9  100  100  5  5  100  5  100  100  100  10  100
12  100  100  100  100  100  100  100  9  100  100  5  100  2  100  100  100  7
13  100  3  100  100  100  100  9  100  9  4  100  2  100  10  100  100  100
14  4  100  10  100  100  100  100  100  100  100  100  100  10  100  6  100  100
15  100  5  100  100  5  5  100  100  100  100  100  100  100  6  100  6  100
16  100  100  3  3  100  100  9  100  100  100  10  100  100  100  6  100  7
17  10  100  100  3  100  100  100  100  100  100  100  7  100  100  100  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  0
2  .  .  0  0  0  1  0  0  0  0  0  0  1  0  1  0  0
3  .  .  .  0  0  1  0  1  0  0  0  0  0  0  0  1  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  1  1
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  1  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  1  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  1  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0
3  .  .  .  0  0  1  0  0  0  0  0  0  0  0  0  1  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  1  1
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  12  13
2  2  13
3  3  6
4  3  16
5  4  16
6  4  17
7  6  7
8  1  14
9  2  6
10  3  8
11  10  13
12  2  15
13  5  15
14  9  11
15  10  11
16  1  5
;
