param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  8  6  3  3  10  7  5  8  2  3  6  10  2  8  8  10
2  8  100  5  6  6  6  5  5  2  4  7  8  9  9  10  8  3
3  6  5  100  8  9  4  5  5  10  2  6  8  10  4  4  4  4
4  3  6  8  100  5  8  5  8  10  3  2  5  6  7  4  10  9
5  3  6  9  5  100  5  5  4  4  7  9  5  2  2  4  3  3
6  10  6  4  8  5  100  3  2  4  9  9  5  2  9  10  3  3
7  7  5  5  5  5  3  100  8  6  10  7  8  2  7  4  5  8
8  5  5  5  8  4  2  8  100  3  9  2  4  5  5  3  2  2
9  8  2  10  10  4  4  6  3  100  10  5  5  6  9  8  9  9
10  2  4  2  3  7  9  10  9  10  100  10  2  4  4  6  3  4
11  3  7  6  2  9  9  7  2  5  10  100  2  6  2  10  10  6
12  6  8  8  5  5  5  8  4  5  2  2  100  6  5  7  8  2
13  10  9  10  6  2  2  2  5  6  4  6  6  100  10  3  9  7
14  2  9  4  7  2  9  7  5  9  4  2  5  10  100  9  10  7
15  8  10  4  4  4  10  4  3  8  6  10  7  3  9  100  9  10
16  8  8  4  10  3  3  5  2  9  3  10  8  9  10  9  100  4
17  10  3  4  9  3  3  8  2  9  4  6  2  7  7  10  4  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  9  100  100  100  100  100  100  100  2  100  100  100  7  100  100  2
2  9  100  6  100  100  100  100  100  6  100  100  100  8  100  100  6  100
3  100  6  100  8  100  100  100  100  6  5  100  8  100  10  100  100  100
4  100  100  8  100  6  100  8  100  100  3  100  8  100  100  100  100  100
5  100  100  100  6  100  3  100  100  100  100  100  100  100  100  100  10  100
6  100  100  100  100  3  100  3  100  100  100  100  100  100  100  100  10  100
7  100  100  100  8  100  3  100  2  100  100  100  100  100  100  100  100  10
8  100  100  100  100  100  100  2  100  6  100  100  100  100  100  100  100  100
9  100  6  6  100  100  100  100  6  100  5  100  100  100  100  100  6  100
10  2  100  5  3  100  100  100  100  5  100  8  100  100  100  100  100  100
11  100  100  100  100  100  100  100  100  100  8  100  2  100  100  100  100  100
12  100  100  8  8  100  100  100  100  100  100  2  100  8  100  100  6  100
13  100  8  100  100  100  100  100  100  100  100  100  8  100  10  100  4  100
14  7  100  10  100  100  100  100  100  100  100  100  100  10  100  9  100  100
15  100  100  100  100  100  100  100  100  100  100  100  100  100  9  100  10  100
16  100  6  100  100  10  10  100  100  6  100  100  6  4  100  10  100  3
17  2  100  100  100  100  100  10  100  100  100  100  100  100  100  100  3  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  0  0  0  0  0  1  0  0  0  1  0  0  1
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  1  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  1  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  1  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  10
2  1  17
3  7  8
4  11  12
5  4  10
6  5  6
7  6  7
8  16  17
9  13  16
10  3  10
11  9  10
12  2  3
13  4  5
14  12  16
15  1  14
16  14  15
;
