param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  4  3  5  6  5  4  10  3  5  8  3  6  3  3  7  10
2  4  100  10  6  4  3  5  2  3  2  2  7  8  7  3  3  9
3  3  10  100  3  7  4  5  10  3  2  3  3  2  4  2  2  6
4  5  6  3  100  7  10  6  10  8  2  10  6  9  4  8  6  3
5  6  4  7  7  100  5  9  8  2  9  2  4  10  6  7  8  8
6  5  3  4  10  5  100  9  10  4  9  9  4  7  10  4  9  4
7  4  5  5  6  9  9  100  9  2  3  3  9  10  10  10  6  3
8  10  2  10  10  8  10  9  100  5  8  9  4  2  8  2  7  4
9  3  3  3  8  2  4  2  5  100  9  5  7  10  9  10  5  6
10  5  2  2  2  9  9  3  8  9  100  6  8  9  10  7  10  10
11  8  2  3  10  2  9  3  9  5  6  100  10  7  7  2  3  6
12  3  7  3  6  4  4  9  4  7  8  10  100  5  8  5  10  10
13  6  8  2  9  10  7  10  2  10  9  7  5  100  8  9  9  7
14  3  7  4  4  6  10  10  8  9  10  7  8  8  100  3  10  3
15  3  3  2  8  7  4  10  2  10  7  2  5  9  3  100  10  7
16  7  3  2  6  8  9  6  7  5  10  3  10  9  10  10  100  6
17  10  9  6  3  8  4  3  4  6  10  6  10  7  3  7  6  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  100  7  100  2  9  8  100  100  100  100  3  100  100  100  100  100  3
2  7  100  6  100  6  100  100  100  100  100  3  100  100  100  100  10  100
3  100  6  100  3  100  7  100  100  100  100  100  100  100  100  100  100  8
4  2  100  3  100  8  100  10  100  100  100  5  100  100  7  100  2  100
5  9  6  100  8  100  10  5  100  100  6  100  100  100  6  2  100  100
6  8  100  7  100  10  100  5  100  100  100  100  100  100  10  100  100  100
7  100  100  100  10  5  5  100  2  100  100  100  100  100  100  100  100  100
8  100  100  100  100  100  100  2  100  2  100  3  100  7  100  100  100  7
9  100  100  100  100  100  100  100  2  100  2  100  100  100  100  100  100  100
10  100  100  100  100  6  100  100  100  2  100  3  100  100  100  100  100  8
11  3  3  100  5  100  100  100  3  100  3  100  7  100  100  100  3  100
12  100  100  100  100  100  100  100  100  100  100  7  100  9  100  100  100  100
13  100  100  100  100  100  100  100  7  100  100  100  9  100  8  5  100  2
14  100  100  100  7  6  10  100  100  100  100  100  100  8  100  5  4  100
15  100  100  100  100  2  100  100  100  100  100  100  100  5  5  100  10  100
16  100  10  100  2  100  100  100  100  100  100  3  100  100  4  10  100  8
17  3  100  8  100  100  100  100  7  100  8  100  100  2  100  100  8  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  1  0  0  0  0  0  0  1  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  1  0
5  .  .  .  .  .  0  1  0  0  0  0  0  0  0  1  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  1  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17 :=
1  .  0  0  1  0  0  0  0  0  0  1  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  1  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  1  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  4
2  4  16
3  5  15
4  7  8
5  8  9
6  9  10
7  13  17
8  1  11
9  1  17
10  2  11
11  3  4
12  8  11
13  14  16
14  5  7
15  6  7
16  11  12
;
