param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  8  8  4  7  10  9  9  9  9  8  2  6
2  8  100  10  8  10  6  4  8  7  3  10  5  6
3  8  10  100  7  10  4  2  5  6  10  6  6  4
4  4  8  7  100  8  10  3  2  9  3  7  4  9
5  7  10  10  8  100  9  7  5  9  2  5  2  6
6  10  6  4  10  9  100  2  2  10  3  5  5  8
7  9  4  2  3  7  2  100  8  7  8  5  4  7
8  9  8  5  2  5  2  8  100  10  9  2  10  4
9  9  7  6  9  9  10  7  10  100  6  8  3  5
10  9  3  10  3  2  3  8  9  6  100  6  6  2
11  8  10  6  7  5  5  5  2  8  6  100  4  9
12  2  5  6  4  2  5  4  10  3  6  4  100  7
13  6  6  4  9  6  8  7  4  5  2  9  7  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  10  100  4  100  100  100  100  100  100  100  100  9
2  10  100  6  6  100  5  100  100  100  100  100  100  100
3  100  6  100  9  10  100  100  7  100  100  100  100  100
4  4  6  9  100  3  6  100  5  100  100  100  100  100
5  100  100  10  3  100  2  100  8  100  100  100  100  8
6  100  5  100  6  2  100  5  100  100  100  2  100  100
7  100  100  100  100  100  5  100  2  100  5  100  100  100
8  100  100  7  5  8  100  2  100  7  100  100  100  100
9  100  100  100  100  100  100  100  7  100  3  100  100  100
10  100  100  100  100  100  100  5  100  3  100  10  100  100
11  100  100  100  100  100  2  100  100  100  10  100  10  100
12  100  100  100  100  100  100  100  100  100  100  10  100  5
13  9  100  100  100  8  100  100  100  100  100  100  5  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  1  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  1  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  1  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  1
6  .  .  .  .  .  .  0  0  0  0  1  0  0
7  .  .  .  .  .  .  .  1  0  1  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  1  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  1  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  5  6
2  6  11
3  7  8
4  4  5
5  9  10
6  1  4
7  2  6
8  4  8
9  7  10
10  12  13
11  2  3
12  5  13
;
