param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  8  2  8  4  3  10  5  7  4  5  8  10
2  8  100  6  5  9  9  3  10  4  4  9  6  6
3  2  6  100  7  6  4  8  2  8  4  8  5  6
4  8  5  7  100  10  4  10  5  2  6  3  9  7
5  4  9  6  10  100  8  4  9  7  7  4  5  2
6  3  9  4  4  8  100  5  4  10  3  6  10  6
7  10  3  8  10  4  5  100  7  3  4  6  4  6
8  5  10  2  5  9  4  7  100  8  3  5  9  10
9  7  4  8  2  7  10  3  8  100  9  9  2  6
10  4  4  4  6  7  3  4  3  9  100  5  3  4
11  5  9  8  3  4  6  6  5  9  5  100  4  4
12  8  6  5  9  5  10  4  9  2  3  4  100  6
13  10  6  6  7  2  6  6  10  6  4  4  6  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  2  100  8  100  100  100  100  100  100  7  100  7
2  2  100  3  100  100  100  100  100  100  100  100  100  100
3  100  3  100  3  100  100  100  3  100  100  10  100  100
4  8  100  3  100  4  100  100  100  6  100  100  100  100
5  100  100  100  4  100  9  100  100  100  100  9  100  100
6  100  100  100  100  9  100  9  7  100  100  100  100  100
7  100  100  100  100  100  9  100  2  10  100  100  100  100
8  100  100  3  100  100  7  2  100  3  100  100  100  100
9  100  100  100  6  100  100  10  3  100  7  100  100  100
10  100  100  100  100  100  100  100  100  7  100  4  100  3
11  7  100  10  100  9  100  100  100  100  4  100  7  100
12  100  100  100  100  100  100  100  100  100  100  7  100  3
13  7  100  100  100  100  100  100  100  100  3  100  3  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  0  0  0  0  1  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  1  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  1  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  1
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  1  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  2
2  7  8
3  2  3
4  3  4
5  3  8
6  8  9
7  10  13
8  12  13
9  4  5
10  10  11
11  1  11
12  6  8
;
