param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  10  5  6  6  2  4  5  6  4  6  3  4
2  10  100  3  8  8  7  2  10  6  6  7  10  9
3  5  3  100  10  3  6  10  7  2  10  7  3  8
4  6  8  10  100  6  8  3  10  2  5  3  9  4
5  6  8  3  6  100  6  8  10  2  10  3  7  10
6  2  7  6  8  6  100  8  9  7  5  6  3  7
7  4  2  10  3  8  8  100  3  7  10  10  6  5
8  5  10  7  10  10  9  3  100  9  6  6  7  3
9  6  6  2  2  2  7  7  9  100  10  3  6  5
10  4  6  10  5  10  5  10  6  10  100  3  10  5
11  6  7  7  3  3  6  10  6  3  3  100  9  8
12  3  10  3  9  7  3  6  7  6  10  9  100  5
13  4  9  8  4  10  7  5  3  5  5  8  5  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  8  100  10  5  100  100  100  100  100  100  100  9
2  8  100  7  2  100  100  100  100  100  100  100  100  4
3  100  7  100  4  5  100  100  100  100  100  5  100  100
4  10  2  4  100  8  8  100  100  100  4  100  100  100
5  5  100  5  8  100  4  100  7  100  100  100  100  6
6  100  100  100  8  4  100  10  100  100  100  100  100  100
7  100  100  100  100  100  10  100  8  100  100  10  100  7
8  100  100  100  100  7  100  8  100  6  100  100  100  100
9  100  100  100  100  100  100  100  6  100  2  100  100  100
10  100  100  100  4  100  100  100  100  2  100  4  100  100
11  100  100  5  100  100  100  10  100  100  4  100  9  100
12  100  100  100  100  100  100  100  100  100  100  9  100  2
13  9  4  100  100  6  100  7  100  100  100  100  2  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  1  0  0  0  0  0  0  0  0
2  .  .  0  1  0  0  0  0  0  0  0  0  1
3  .  .  .  1  1  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  1  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  1
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  1  0  0  0  0  0  0  0  0  1
3  .  .  .  1  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  1  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  4
2  9  10
3  12  13
4  2  13
5  3  4
6  4  10
7  5  6
8  10  11
9  1  5
10  3  5
11  8  9
12  7  13
;
