param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  6  9  6  3  9  7  8  6  4  7  9  3
2  6  100  8  6  5  8  10  9  5  2  9  9  6
3  9  8  100  5  10  2  9  2  4  2  10  9  5
4  6  6  5  100  6  5  10  9  2  2  5  7  3
5  3  5  10  6  100  3  8  4  10  4  10  5  7
6  9  8  2  5  3  100  4  10  4  9  7  6  2
7  7  10  9  10  8  4  100  7  8  4  2  2  8
8  8  9  2  9  4  10  7  100  6  6  10  3  8
9  6  5  4  2  10  4  8  6  100  3  9  3  5
10  4  2  2  2  4  9  4  6  3  100  7  10  8
11  7  9  10  5  10  7  2  10  9  7  100  4  8
12  9  9  9  7  5  6  2  3  3  10  4  100  2
13  3  6  5  3  7  2  8  8  5  8  8  2  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  7  100  100  100  8  100  100  100  6  100  100  4
2  7  100  7  10  100  100  100  100  100  10  100  100  4
3  100  7  100  2  100  100  100  100  100  5  9  8  100
4  100  10  2  100  5  100  100  100  100  100  8  100  10
5  100  100  100  5  100  9  100  100  100  100  100  100  100
6  8  100  100  100  9  100  4  8  100  100  100  100  100
7  100  100  100  100  100  4  100  7  100  100  7  100  100
8  100  100  100  100  100  8  7  100  5  100  100  6  100
9  100  100  100  100  100  100  100  5  100  9  7  100  100
10  6  10  5  100  100  100  100  100  9  100  2  100  100
11  100  100  9  8  100  100  7  100  7  2  100  10  100
12  100  100  8  100  100  100  100  6  100  100  10  100  7
13  4  4  100  10  100  100  100  100  100  100  100  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  0  0  1  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  1
3  .  .  .  1  0  0  0  0  0  1  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  1  0  0
8  .  .  .  .  .  .  .  .  1  0  0  1  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  1
3  .  .  .  1  0  0  0  0  0  1  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  3  4
2  10  11
3  1  13
4  2  13
5  6  7
6  3  10
7  4  5
8  8  9
9  1  10
10  8  12
11  7  8
12  7  11
;
