param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  5  5  8  4  3  10  8  8  4  3  2  9
2  5  100  7  6  9  10  10  4  7  10  7  5  10
3  5  7  100  7  8  2  6  5  10  7  2  10  6
4  8  6  7  100  9  7  8  9  2  5  10  4  9
5  4  9  8  9  100  10  6  7  8  8  8  5  6
6  3  10  2  7  10  100  7  2  8  2  3  8  2
7  10  10  6  8  6  7  100  6  8  2  7  9  4
8  8  4  5  9  7  2  6  100  4  9  8  8  10
9  8  7  10  2  8  8  8  4  100  3  10  6  5
10  4  10  7  5  8  2  2  9  3  100  6  3  2
11  3  7  2  10  8  3  7  8  10  6  100  9  4
12  2  5  10  4  5  8  9  8  6  3  9  100  5
13  9  10  6  9  6  2  4  10  5  2  4  5  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  9  100  100  100  100  100  10  100  100  100  100  4
2  9  100  5  3  100  10  100  100  100  3  100  100  100
3  100  5  100  4  100  100  100  100  100  100  100  100  8
4  100  3  4  100  2  100  100  100  100  6  100  100  100
5  100  100  100  2  100  5  100  100  2  10  2  100  7
6  100  10  100  100  5  100  6  100  7  100  100  100  100
7  100  100  100  100  100  6  100  8  9  100  100  100  100
8  10  100  100  100  100  100  8  100  8  100  100  100  100
9  100  100  100  100  2  7  9  8  100  4  100  100  100
10  100  3  100  6  10  100  100  100  4  100  9  100  100
11  100  100  100  100  2  100  100  100  100  9  100  2  100
12  100  100  100  100  100  100  100  100  100  100  2  100  4
13  4  100  8  100  7  100  100  100  100  100  100  4  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  1  0  0  0  0  0  1  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  1  0  1  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  1  0  0  0  0  0  1  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  1  0  1  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  4  5
2  5  9
3  5  11
4  11  12
5  2  4
6  2  10
7  1  13
8  3  4
9  12  13
10  5  6
11  6  7
12  7  8
;
