param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  7  2  7  10  9  10  3  10  6  9  6  4
2  7  100  10  2  2  2  7  5  6  9  7  9  2
3  2  10  100  7  9  8  8  10  2  4  7  3  6
4  7  2  7  100  4  2  4  9  10  5  4  2  4
5  10  2  9  4  100  9  10  10  3  4  3  8  10
6  9  2  8  2  9  100  7  2  3  9  6  5  6
7  10  7  8  4  10  7  100  6  6  3  3  8  7
8  3  5  10  9  10  2  6  100  8  2  7  6  8
9  10  6  2  10  3  3  6  8  100  5  10  5  7
10  6  9  4  5  4  9  3  2  5  100  7  8  4
11  9  7  7  4  3  6  3  7  10  7  100  9  5
12  6  9  3  2  8  5  8  6  5  8  9  100  7
13  4  2  6  4  10  6  7  8  7  4  5  7  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  3  100  100  100  100  100  100  100  100  100  2  3
2  3  100  5  100  100  100  100  100  100  100  100  100  100
3  100  5  100  7  100  100  100  100  100  100  100  100  100
4  100  100  7  100  5  100  2  100  100  100  100  100  100
5  100  100  100  5  100  6  100  10  100  6  100  3  100
6  100  100  100  100  6  100  8  100  100  100  3  100  100
7  100  100  100  2  100  8  100  3  100  2  100  100  2
8  100  100  100  100  10  100  3  100  2  100  100  100  4
9  100  100  100  100  100  100  100  2  100  7  100  100  100
10  100  100  100  100  6  100  2  100  7  100  4  6  100
11  100  100  100  100  100  3  100  100  100  4  100  2  100
12  2  100  100  100  3  100  100  100  100  6  2  100  9
13  3  100  100  100  100  100  2  4  100  100  100  9  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  0  0  0  0  0  1  1
2  .  .  1  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  1  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  1  0
6  .  .  .  .  .  .  0  0  0  0  1  0  0
7  .  .  .  .  .  .  .  1  0  1  0  0  1
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  0  0  0  0  1  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  1  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  1  0  0  1
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  12
2  4  7
3  7  10
4  7  13
5  8  9
6  11  12
7  1  2
8  1  13
9  5  12
10  6  11
11  7  8
12  2  3
;
