param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  7  8  4  8  5  6  2  3  10  10  5  4
2  7  100  8  9  8  5  8  5  2  4  7  2  10
3  8  8  100  4  6  6  8  4  9  4  7  9  5
4  4  9  4  100  4  8  5  8  2  7  6  7  8
5  8  8  6  4  100  3  3  6  8  9  5  3  5
6  5  5  6  8  3  100  9  9  5  8  2  3  10
7  6  8  8  5  3  9  100  9  2  6  9  8  6
8  2  5  4  8  6  9  9  100  5  9  7  9  8
9  3  2  9  2  8  5  2  5  100  8  5  8  4
10  10  4  4  7  9  8  6  9  8  100  9  2  10
11  10  7  7  6  5  2  9  7  5  9  100  4  4
12  5  2  9  7  3  3  8  9  8  2  4  100  5
13  4  10  5  8  5  10  6  8  4  10  4  5  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  5  4  100  3  100  100  8  100  100  10  7  5
2  5  100  10  100  8  100  10  100  100  100  10  100  100
3  4  10  100  7  100  100  3  100  100  100  100  100  100
4  100  100  7  100  9  100  100  100  100  100  10  100  100
5  3  8  100  9  100  5  100  100  100  100  5  100  100
6  100  100  100  100  5  100  7  7  100  100  100  100  100
7  100  10  3  100  100  7  100  4  100  100  100  100  100
8  8  100  100  100  100  7  4  100  3  100  100  100  100
9  100  100  100  100  100  100  100  3  100  9  100  100  9
10  100  100  100  100  100  100  100  100  9  100  7  100  100
11  10  10  100  10  5  100  100  100  100  7  100  4  100
12  7  100  100  100  100  100  100  100  100  100  4  100  10
13  5  100  100  100  100  100  100  100  9  100  100  10  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  1  0  1  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  1  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  1  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  1  0  1  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  1  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  5
2  3  7
3  8  9
4  1  3
5  7  8
6  11  12
7  1  2
8  1  13
9  5  6
10  5  11
11  3  4
12  10  11
;
