param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  7  8  4  7  9  5  2  7  10  3  5  8
2  7  100  5  5  8  7  5  5  7  7  10  3  8
3  8  5  100  4  5  3  6  2  2  9  8  4  10
4  4  5  4  100  4  3  4  6  6  5  8  7  10
5  7  8  5  4  100  10  5  6  4  2  4  8  7
6  9  7  3  3  10  100  8  4  6  6  6  4  9
7  5  5  6  4  5  8  100  6  3  5  8  4  10
8  2  5  2  6  6  4  6  100  5  9  8  3  5
9  7  7  2  6  4  6  3  5  100  7  2  4  8
10  10  7  9  5  2  6  5  9  7  100  6  6  3
11  3  10  8  8  4  6  8  8  2  6  100  8  7
12  5  3  4  7  8  4  4  3  4  6  8  100  10
13  8  8  10  10  7  9  10  5  8  3  7  10  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  7  100  100  100  100  100  100  3  100  100  100  10
2  7  100  10  100  100  100  100  100  100  6  100  4  100
3  100  10  100  5  100  100  100  2  100  100  100  100  2
4  100  100  5  100  5  100  100  100  100  100  3  100  6
5  100  100  100  5  100  2  100  100  100  100  100  100  100
6  100  100  100  100  2  100  3  100  100  100  100  100  6
7  100  100  100  100  100  3  100  3  100  100  100  100  100
8  100  100  2  100  100  100  3  100  6  100  8  100  100
9  3  100  100  100  100  100  100  6  100  9  100  100  100
10  100  6  100  100  100  100  100  100  9  100  7  100  9
11  100  100  100  3  100  100  100  8  100  7  100  2  100
12  100  4  100  100  100  100  100  100  100  100  2  100  9
13  10  100  2  6  100  6  100  100  100  9  100  9  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  0  1  0  0  0  0
2  .  .  0  0  0  0  0  0  0  1  0  1  0
3  .  .  .  1  0  0  0  1  0  0  0  0  1
4  .  .  .  .  0  0  0  0  0  0  1  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  0  1  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  1  0  0  0  0  1
4  .  .  .  .  0  0  0  0  0  0  1  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  3  8
2  3  13
3  5  6
4  11  12
5  1  9
6  4  11
7  6  7
8  7  8
9  2  12
10  3  4
11  2  10
12  8  9
;
