param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  3  8  8  3  6  4  5  7  8  9  10  7
2  3  100  10  2  9  8  8  10  5  8  8  9  5
3  8  10  100  9  7  6  10  9  3  10  2  7  10
4  8  2  9  100  5  10  3  3  9  8  2  7  9
5  3  9  7  5  100  2  9  10  10  4  4  8  4
6  6  8  6  10  2  100  2  3  9  2  2  3  7
7  4  8  10  3  9  2  100  7  10  4  5  8  3
8  5  10  9  3  10  3  7  100  6  5  6  7  10
9  7  5  3  9  10  9  10  6  100  4  8  7  9
10  8  8  10  8  4  2  4  5  4  100  4  4  10
11  9  8  2  2  4  2  5  6  8  4  100  5  9
12  10  9  7  7  8  3  8  7  7  4  5  100  5
13  7  5  10  9  4  7  3  10  9  10  9  5  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  6  9  2  100  2  100  100  100  100  100  4  2
2  6  100  9  100  100  100  100  100  100  9  100  100  100
3  9  9  100  9  9  100  100  100  100  100  6  8  100
4  2  100  9  100  10  100  100  100  100  6  100  100  100
5  100  100  9  10  100  8  9  100  8  100  100  100  3
6  2  100  100  100  8  100  5  100  7  100  100  100  100
7  100  100  100  100  9  5  100  3  100  6  100  100  100
8  100  100  100  100  100  100  3  100  3  100  3  100  100
9  100  100  100  100  8  7  100  3  100  8  100  100  10
10  100  9  100  6  100  100  6  100  8  100  3  100  100
11  100  100  6  100  100  100  100  3  100  3  100  8  100
12  4  100  8  100  100  100  100  100  100  100  8  100  5
13  2  100  100  100  3  100  100  100  10  100  100  5  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  1  0  1  0  0  0  0  0  1  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  1  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  1
6  .  .  .  .  .  .  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  1  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  1  0  1  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  1
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  4
2  1  6
3  1  13
4  5  13
5  7  8
6  8  9
7  8  11
8  10  11
9  1  12
10  6  7
11  1  2
12  3  11
;
