param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  5  9  2  2  9  4  8  6  7  7  8  6
2  5  100  6  7  5  2  9  7  9  2  5  3  5
3  9  6  100  7  5  2  10  9  3  3  8  2  3
4  2  7  7  100  10  5  4  9  7  7  6  2  7
5  2  5  5  10  100  5  10  8  4  8  5  6  9
6  9  2  2  5  5  100  9  2  3  10  7  8  3
7  4  9  10  4  10  9  100  9  5  4  10  5  6
8  8  7  9  9  8  2  9  100  5  2  8  8  8
9  6  9  3  7  4  3  5  5  100  10  10  3  7
10  7  2  3  7  8  10  4  2  10  100  10  4  10
11  7  5  8  6  5  7  10  8  10  10  100  3  4
12  8  3  2  2  6  8  5  8  3  4  3  100  2
13  6  5  3  7  9  3  6  8  7  10  4  2  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  2  100  100  100  100  100  100  100  5  100  100  9
2  2  100  5  100  4  100  100  100  100  100  100  100  6
3  100  5  100  7  100  4  100  100  9  100  100  100  100
4  100  100  7  100  3  100  100  100  4  100  5  3  100
5  100  4  100  3  100  6  2  100  100  100  100  100  100
6  100  100  4  100  6  100  3  8  100  100  10  100  100
7  100  100  100  100  2  3  100  5  6  100  100  100  8
8  100  100  100  100  100  8  5  100  3  100  8  9  100
9  100  100  9  4  100  100  6  3  100  6  100  5  100
10  5  100  100  100  100  100  100  100  6  100  4  100  100
11  100  100  100  5  100  10  100  8  100  4  100  7  100
12  100  100  100  3  100  100  100  9  5  100  7  100  7
13  9  6  100  100  100  100  8  100  100  100  100  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  0  0  0  1  0  0  0
2  .  .  0  0  1  0  0  0  0  0  0  0  1
3  .  .  .  0  0  1  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  1  0  0  1  0
5  .  .  .  .  .  0  1  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  1  0
5  .  .  .  .  .  0  1  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  2
2  5  7
3  4  5
4  4  12
5  6  7
6  8  9
7  2  5
8  3  6
9  4  9
10  10  11
11  1  10
12  2  13
;
