param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  5  9  2  7  8  9  7  10  3  3  9  6
2  5  100  3  9  5  7  9  8  10  7  9  9  9
3  9  3  100  3  10  7  3  7  6  2  6  2  10
4  2  9  3  100  8  5  4  2  7  5  9  10  8
5  7  5  10  8  100  8  6  5  5  2  2  8  4
6  8  7  7  5  8  100  9  7  7  3  8  10  9
7  9  9  3  4  6  9  100  7  2  8  6  5  8
8  7  8  7  2  5  7  7  100  2  10  8  9  6
9  10  10  6  7  5  7  2  2  100  8  7  4  6
10  3  7  2  5  2  3  8  10  8  100  9  10  7
11  3  9  6  9  2  8  6  8  7  9  100  4  8
12  9  9  2  10  8  10  5  9  4  10  4  100  6
13  6  9  10  8  4  9  8  6  6  7  8  6  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  4  7  100  100  100  4  100  100  100  100  100  6
2  4  100  6  100  100  7  100  100  100  100  3  100  100
3  7  6  100  7  100  100  100  100  3  100  100  100  100
4  100  100  7  100  2  100  100  100  10  10  100  100  100
5  100  100  100  2  100  10  100  100  100  5  100  2  9
6  100  7  100  100  10  100  5  100  100  100  100  100  100
7  4  100  100  100  100  5  100  10  100  100  6  10  100
8  100  100  100  100  100  100  10  100  3  100  100  100  100
9  100  100  3  10  100  100  100  3  100  4  100  100  100
10  100  100  100  10  5  100  100  100  4  100  10  100  100
11  100  3  100  100  100  100  6  100  100  10  100  10  10
12  100  100  100  100  2  100  10  100  100  100  10  100  6
13  6  100  100  100  9  100  100  100  100  100  10  6  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  1  0  0  0  0  0  1
2  .  .  1  0  0  0  0  0  0  0  1  0  0
3  .  .  .  0  0  0  0  0  1  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  1  0  1  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  1  0  0
3  .  .  .  0  0  0  0  0  1  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  1  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  4  5
2  5  12
3  2  11
4  3  9
5  8  9
6  1  2
7  1  7
8  9  10
9  5  10
10  6  7
11  1  13
12  2  3
;
