param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  2  10  4  4  3  5  2  10  3  5  6  7
2  2  100  10  4  3  2  10  9  3  9  6  2  10
3  10  10  100  4  8  5  5  5  9  10  2  5  6
4  4  4  4  100  8  4  4  3  6  5  6  5  10
5  4  3  8  8  100  8  10  10  7  2  9  8  3
6  3  2  5  4  8  100  6  6  5  9  6  6  6
7  5  10  5  4  10  6  100  4  3  4  10  5  9
8  2  9  5  3  10  6  4  100  9  10  7  7  6
9  10  3  9  6  7  5  3  9  100  7  4  3  6
10  3  9  10  5  2  9  4  10  7  100  4  3  7
11  5  6  2  6  9  6  10  7  4  4  100  3  2
12  6  2  5  5  8  6  5  7  3  3  3  100  10
13  7  10  6  10  3  6  9  6  6  7  2  10  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  7  100  3  100  100  100  100  2  100  100  100  4
2  7  100  10  100  100  100  4  100  100  4  100  8  8
3  100  10  100  3  100  100  100  8  2  100  100  100  100
4  3  100  3  100  8  100  100  7  100  9  100  100  100
5  100  100  100  8  100  10  100  5  100  100  100  100  100
6  100  100  100  100  10  100  4  100  100  100  100  100  100
7  100  4  100  100  100  4  100  8  7  100  100  7  100
8  100  100  8  7  5  100  8  100  5  100  100  100  100
9  2  100  2  100  100  100  7  5  100  3  6  5  100
10  100  4  100  9  100  100  100  100  3  100  6  100  100
11  100  100  100  100  100  100  100  100  6  6  100  10  100
12  100  8  100  100  100  100  7  100  5  100  10  100  4
13  4  8  100  100  100  100  100  100  100  100  100  4  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  1  0  0  0  0  1  0  0  0  1
2  .  .  0  0  0  0  1  0  0  1  0  0  0
3  .  .  .  0  0  0  0  0  1  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  1  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  1  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  1  0  0  0  0  1  0  0  0  1
2  .  .  0  0  0  0  1  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  1  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  9
2  3  9
3  1  4
4  9  10
5  1  13
6  2  7
7  2  10
8  6  7
9  12  13
10  5  8
11  8  9
12  9  11
;
