param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  2  4  8  3  3  3  6  5  10  2  6  5
2  2  100  6  8  9  2  3  5  2  8  6  3  7
3  4  6  100  6  8  8  4  9  8  8  3  6  10
4  8  8  6  100  7  8  2  8  6  3  3  8  10
5  3  9  8  7  100  8  5  7  7  7  8  6  4
6  3  2  8  8  8  100  3  5  8  8  6  3  9
7  3  3  4  2  5  3  100  2  5  2  6  10  3
8  6  5  9  8  7  5  2  100  8  2  4  9  5
9  5  2  8  6  7  8  5  8  100  2  10  5  8
10  10  8  8  3  7  8  2  2  2  100  10  3  4
11  2  6  3  3  8  6  6  4  10  10  100  10  7
12  6  3  6  8  6  3  10  9  5  3  10  100  9
13  5  7  10  10  4  9  3  5  8  4  7  9  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  10  100  100  9  100  100  10  100  100  100  100  3
2  10  100  8  100  100  9  100  100  100  100  100  100  100
3  100  8  100  8  100  100  10  100  9  100  2  100  6
4  100  100  8  100  9  100  100  100  100  100  100  100  9
5  9  100  100  9  100  5  100  100  100  100  100  100  7
6  100  9  100  100  5  100  3  100  100  100  100  100  100
7  100  100  10  100  100  3  100  3  100  100  9  8  2
8  10  100  100  100  100  100  3  100  9  100  100  100  9
9  100  100  9  100  100  100  100  9  100  9  100  100  100
10  100  100  100  100  100  100  100  100  9  100  5  100  100
11  100  100  2  100  100  100  9  100  100  5  100  7  9
12  100  100  100  100  100  100  8  100  100  100  7  100  5
13  3  100  6  9  7  100  2  9  100  100  9  5  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  1  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  1  0  1  0  1
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  1
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  1  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  1
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  3  11
2  7  13
3  1  13
4  6  7
5  7  8
6  5  6
7  10  11
8  12  13
9  3  13
10  2  3
11  3  4
12  3  9
;
