param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  6  6  5  9  8  8  7  6  9  5  9  10
2  6  100  9  3  6  5  8  4  8  3  5  9  3
3  6  9  100  9  2  6  9  8  6  10  3  6  5
4  5  3  9  100  8  2  10  6  4  3  2  10  3
5  9  6  2  8  100  3  2  4  4  10  3  10  8
6  8  5  6  2  3  100  4  10  9  6  10  9  7
7  8  8  9  10  2  4  100  3  4  6  3  8  4
8  7  4  8  6  4  10  3  100  6  6  9  7  5
9  6  8  6  4  4  9  4  6  100  4  7  9  2
10  9  3  10  3  10  6  6  6  4  100  8  6  4
11  5  5  3  2  3  10  3  9  7  8  100  7  8
12  9  9  6  10  10  9  8  7  9  6  7  100  2
13  10  3  5  3  8  7  4  5  2  4  8  2  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  6  100  3  100  100  5  100  100  100  100  9  9
2  6  100  3  100  4  100  100  100  100  100  6  100  100
3  100  3  100  8  100  100  100  100  8  100  8  100  100
4  3  100  8  100  4  100  100  100  100  100  100  100  100
5  100  4  100  4  100  8  100  100  100  100  100  100  100
6  100  100  100  100  8  100  6  8  100  100  100  100  100
7  5  100  100  100  100  6  100  9  100  9  100  100  100
8  100  100  100  100  100  8  9  100  3  100  100  100  100
9  100  100  8  100  100  100  100  3  100  5  6  4  100
10  100  100  100  100  100  100  9  100  5  100  7  100  100
11  100  6  8  100  100  100  100  100  6  7  100  9  100
12  9  100  100  100  100  100  100  100  4  100  9  100  10
13  9  100  100  100  100  100  100  100  100  100  100  10  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  1  0  0  1  0  0  0  0  0  0
2  .  .  1  0  1  0  0  0  0  0  1  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  1  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  1  1  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  1  0  0  0  0  0  0  0  0  0
2  .  .  1  0  1  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  1  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  4
2  2  3
3  8  9
4  2  5
5  4  5
6  9  12
7  1  7
8  9  10
9  2  11
10  6  7
11  9  11
12  6  8
;
