param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  6  6  9  9  4  2  10  10  6  4  8  6
2  6  100  4  5  4  10  3  2  4  8  8  4  4
3  6  4  100  2  4  10  9  6  5  5  9  8  2
4  9  5  2  100  6  7  10  10  2  2  2  6  3
5  9  4  4  6  100  6  10  5  10  9  6  9  3
6  4  10  10  7  6  100  2  3  5  10  3  4  2
7  2  3  9  10  10  2  100  7  5  3  4  2  6
8  10  2  6  10  5  3  7  100  8  4  2  3  4
9  10  4  5  2  10  5  5  8  100  2  2  10  6
10  6  8  5  2  9  10  3  4  2  100  7  4  8
11  4  8  9  2  6  3  4  2  2  7  100  7  3
12  8  4  8  6  9  4  2  3  10  4  7  100  9
13  6  4  2  3  3  2  6  4  6  8  3  9  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  3  100  100  100  100  100  5  100  100  100  100  5
2  3  100  10  100  100  100  100  100  3  100  100  100  100
3  100  10  100  7  100  100  100  100  9  100  100  100  100
4  100  100  7  100  8  3  100  100  100  6  100  6  100
5  100  100  100  8  100  7  100  8  100  100  100  100  100
6  100  100  100  3  7  100  7  100  100  7  100  100  6
7  100  100  100  100  100  7  100  3  100  100  100  100  100
8  5  100  100  100  8  100  3  100  10  3  100  100  100
9  100  3  9  100  100  100  100  10  100  6  100  100  100
10  100  100  100  6  100  7  100  3  6  100  4  100  100
11  100  100  100  100  100  100  100  100  100  4  100  9  100
12  100  100  100  6  100  100  100  100  100  100  9  100  9
13  5  100  100  100  100  6  100  100  100  100  100  9  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  0  1  0  0  0  0  1
2  .  .  0  0  0  0  0  0  1  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  1  0  0  0  1  0  1  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  1  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  1  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  1  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  1  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  2
2  2  9
3  4  6
4  7  8
5  8  10
6  10  11
7  1  8
8  1  13
9  4  10
10  4  12
11  3  4
12  5  6
;
