param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  9  9  8  10  8  7  3  5  5  8  5  4
2  9  100  5  10  4  7  4  8  8  2  4  7  8
3  9  5  100  7  4  7  5  4  10  10  3  3  3
4  8  10  7  100  3  10  7  3  6  10  3  8  10
5  10  4  4  3  100  3  6  5  9  4  6  8  7
6  8  7  7  10  3  100  2  8  6  2  5  2  7
7  7  4  5  7  6  2  100  8  7  9  6  7  4
8  3  8  4  3  5  8  8  100  2  9  5  10  3
9  5  8  10  6  9  6  7  2  100  7  10  7  7
10  5  2  10  10  4  2  9  9  7  100  6  9  2
11  8  4  3  3  6  5  6  5  10  6  100  6  6
12  5  7  3  8  8  2  7  10  7  9  6  100  8
13  4  8  3  10  7  7  4  3  7  2  6  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  5  100  100  100  100  100  100  100  100  100  100  3
2  5  100  4  100  2  100  100  4  100  100  100  100  100
3  100  4  100  4  100  100  4  9  10  5  100  4  100
4  100  100  4  100  2  100  2  100  100  100  100  100  100
5  100  2  100  2  100  8  100  100  100  9  100  100  100
6  100  100  100  100  8  100  9  100  100  100  100  100  100
7  100  100  4  2  100  9  100  2  100  100  100  6  4
8  100  4  9  100  100  100  2  100  9  100  100  6  100
9  100  100  10  100  100  100  100  9  100  6  100  100  100
10  100  100  5  100  9  100  100  100  6  100  6  100  100
11  100  100  100  100  100  100  100  100  100  6  100  8  6
12  100  100  4  100  100  100  6  6  100  100  8  100  6
13  3  100  100  100  100  100  4  100  100  100  6  6  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  1
2  .  .  1  0  1  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  1  0  1  0
4  .  .  .  .  1  0  1  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  1
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  1  0  1  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  1  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  5
2  4  5
3  4  7
4  7  8
5  1  13
6  2  3
7  3  12
8  7  13
9  1  2
10  3  10
11  9  10
12  10  11
;
