param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  4  9  4  3  9  5  8  6  5  6  5  10
2  4  100  4  8  9  2  4  4  3  10  4  10  7
3  9  4  100  5  6  10  6  6  6  8  4  10  4
4  4  8  5  100  8  8  6  8  9  3  8  7  8
5  3  9  6  8  100  4  9  9  5  7  3  5  5
6  9  2  10  8  4  100  9  2  10  4  5  10  7
7  5  4  6  6  9  9  100  4  2  5  8  3  2
8  8  4  6  8  9  2  4  100  4  9  9  8  7
9  6  3  6  9  5  10  2  4  100  10  6  2  2
10  5  10  8  3  7  4  5  9  10  100  6  4  4
11  6  4  4  8  3  5  8  9  6  6  100  4  2
12  5  10  10  7  5  10  3  8  2  4  4  100  4
13  10  7  4  8  5  7  2  7  2  4  2  4  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  6  100  100  100  100  100  100  6  100  4  100  7
2  6  100  8  100  100  100  100  100  100  100  100  100  4
3  100  8  100  4  100  100  100  100  100  100  100  100  100
4  100  100  4  100  4  7  3  100  100  4  5  100  100
5  100  100  100  4  100  6  100  100  5  9  100  100  5
6  100  100  100  7  6  100  4  100  100  5  7  5  100
7  100  100  100  3  100  4  100  9  100  100  100  100  100
8  100  100  100  100  100  100  9  100  9  7  100  100  10
9  6  100  100  100  5  100  100  9  100  10  7  100  100
10  100  100  100  4  9  5  100  7  10  100  10  7  100
11  4  100  100  5  100  7  100  100  7  10  100  5  100
12  100  100  100  100  100  5  100  100  100  7  5  100  3
13  7  4  100  100  5  100  100  10  100  100  100  3  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  0  0  0  0  1  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  1
3  .  .  .  1  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  1  0  0  1  1  0  0
5  .  .  .  .  .  0  0  0  1  0  0  0  1
6  .  .  .  .  .  .  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  0  0  0  1  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  1
3  .  .  .  1  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  1  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  4  7
2  12  13
3  1  11
4  2  13
5  3  4
6  4  5
7  4  10
8  6  7
9  4  11
10  5  9
11  5  13
12  1  2
;
