param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  9  10  3  8  7  9  3  7  6  4  8  9
2  9  100  3  10  6  8  5  5  8  8  4  9  4
3  10  3  100  10  7  8  5  7  9  8  4  4  6
4  3  10  10  100  8  3  8  7  2  8  10  8  9
5  8  6  7  8  100  8  5  2  10  9  2  8  2
6  7  8  8  3  8  100  4  8  2  4  6  7  4
7  9  5  5  8  5  4  100  6  6  9  6  3  2
8  3  5  7  7  2  8  6  100  3  2  8  4  10
9  7  8  9  2  10  2  6  3  100  6  8  4  2
10  6  8  8  8  9  4  9  2  6  100  2  3  3
11  4  4  4  10  2  6  6  8  8  2  100  2  2
12  8  9  4  8  8  7  3  4  4  3  2  100  8
13  9  4  6  9  2  4  2  10  2  3  2  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  9  100  100  100  100  100  100  6  100  3  100  10
2  9  100  2  100  100  10  100  100  100  6  100  100  100
3  100  2  100  6  100  100  100  100  100  8  100  100  100
4  100  100  6  100  8  2  100  100  100  100  100  6  8
5  100  100  100  8  100  4  100  100  100  100  100  7  100
6  100  10  100  2  4  100  4  100  100  9  100  100  100
7  100  100  100  100  100  4  100  5  100  100  100  100  100
8  100  100  100  100  100  100  5  100  5  100  100  100  100
9  6  100  100  100  100  100  100  5  100  6  100  100  100
10  100  6  8  100  100  9  100  100  6  100  9  100  100
11  3  100  100  100  100  100  100  100  100  9  100  3  100
12  100  100  100  6  7  100  100  100  100  100  3  100  6
13  10  100  100  8  100  100  100  100  100  100  100  6  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  0  1  0  1  0  0
2  .  .  1  0  0  0  0  0  0  1  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  1  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  0  0  0  1  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  1  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  3
2  4  6
3  1  11
4  11  12
5  5  6
6  6  7
7  7  8
8  8  9
9  1  9
10  2  10
11  3  4
12  12  13
;
