param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  4  5  2  7  5  9  9  10  10  10  2  10
2  4  100  3  9  10  6  4  10  8  5  2  5  8
3  5  3  100  6  10  6  6  10  10  4  4  7  7
4  2  9  6  100  8  5  9  7  8  10  3  6  10
5  7  10  10  8  100  7  9  5  4  10  5  4  4
6  5  6  6  5  7  100  3  6  9  5  2  9  3
7  9  4  6  9  9  3  100  6  2  8  8  4  7
8  9  10  10  7  5  6  6  100  10  10  4  5  7
9  10  8  10  8  4  9  2  10  100  8  3  6  10
10  10  5  4  10  10  5  8  10  8  100  5  4  2
11  10  2  4  3  5  2  8  4  3  5  100  6  4
12  2  5  7  6  4  9  4  5  6  4  6  100  6
13  10  8  7  10  4  3  7  7  10  2  4  6  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  2  100  9  100  100  100  100  100  100  3  100  7
2  2  100  6  100  100  100  100  100  100  100  100  100  100
3  100  6  100  10  10  100  100  100  100  100  100  100  100
4  9  100  10  100  10  100  2  100  100  100  7  100  100
5  100  100  10  10  100  7  100  100  100  100  100  10  100
6  100  100  100  100  7  100  4  100  100  100  100  4  100
7  100  100  100  2  100  4  100  10  100  2  100  5  100
8  100  100  100  100  100  100  10  100  7  100  100  100  9
9  100  100  100  100  100  100  100  7  100  6  100  100  100
10  100  100  100  100  100  100  2  100  6  100  10  100  100
11  3  100  100  7  100  100  100  100  100  10  100  4  100
12  100  100  100  100  10  4  5  100  100  100  4  100  4
13  7  100  100  100  100  100  100  9  100  100  100  4  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  0  0  0  0  1  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  1  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  1  0
7  .  .  .  .  .  .  .  0  0  1  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  0  0  0  0  1  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  1  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  1  0
7  .  .  .  .  .  .  .  0  0  1  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  2
2  4  7
3  7  10
4  1  11
5  6  7
6  6  12
7  11  12
8  12  13
9  2  3
10  9  10
11  5  6
12  8  9
;
