param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  4  6  3  6  6  8  8  2  7  8  4  2
2  4  100  5  6  3  4  8  7  6  7  10  9  8
3  6  5  100  3  4  8  6  6  6  5  5  10  8
4  3  6  3  100  7  9  9  2  7  6  4  6  9
5  6  3  4  7  100  6  10  7  9  3  9  3  3
6  6  4  8  9  6  100  10  4  7  4  6  8  10
7  8  8  6  9  10  10  100  3  9  6  10  10  4
8  8  7  6  2  7  4  3  100  5  5  3  6  10
9  2  6  6  7  9  7  9  5  100  6  8  10  8
10  7  7  5  6  3  4  6  5  6  100  7  8  9
11  8  10  5  4  9  6  10  3  8  7  100  4  8
12  4  9  10  6  3  8  10  6  10  8  4  100  4
13  2  8  8  9  3  10  4  10  8  9  8  4  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  9  100  8  100  100  100  8  100  10  100  100  2
2  9  100  9  5  100  100  100  6  100  3  100  100  5
3  100  9  100  7  100  100  100  100  100  100  6  100  6
4  8  5  7  100  9  100  100  7  9  3  100  100  100
5  100  100  100  9  100  7  100  100  3  100  5  100  5
6  100  100  100  100  7  100  4  6  100  10  100  100  100
7  100  100  100  100  100  4  100  6  100  100  100  100  100
8  8  6  100  7  100  6  6  100  2  8  100  100  100
9  100  100  100  9  3  100  100  2  100  4  100  100  100
10  10  3  100  3  100  10  100  8  4  100  7  5  100
11  100  100  6  100  5  100  100  100  100  7  100  10  8
12  100  100  100  100  100  100  100  100  100  5  10  100  10
13  2  5  6  100  5  100  100  100  100  100  8  10  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  1  0  0  1
3  .  .  .  0  0  0  0  0  0  0  1  0  0
4  .  .  .  .  0  0  0  0  0  1  0  0  0
5  .  .  .  .  .  0  0  0  1  0  1  0  0
6  .  .  .  .  .  .  1  1  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  1  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  1  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  1  0  0  0
5  .  .  .  .  .  0  0  0  1  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  13
2  8  9
3  2  10
4  4  10
5  5  9
6  6  7
7  9  10
8  2  13
9  5  11
10  10  12
11  3  11
12  6  8
;
