param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  9  6  6  6  4  8  4  7  6  9  3  8
2  9  100  5  6  6  5  6  5  8  4  9  10  3
3  6  5  100  2  2  2  2  2  4  2  4  7  2
4  6  6  2  100  10  8  7  8  8  2  3  6  9
5  6  6  2  10  100  2  9  4  10  8  3  10  6
6  4  5  2  8  2  100  2  10  6  2  4  5  7
7  8  6  2  7  9  2  100  5  4  10  3  8  4
8  4  5  2  8  4  10  5  100  6  8  7  3  3
9  7  8  4  8  10  6  4  6  100  9  9  7  9
10  6  4  2  2  8  2  10  8  9  100  8  7  10
11  9  9  4  3  3  4  3  7  9  8  100  6  7
12  3  10  7  6  10  5  8  3  7  7  6  100  5
13  8  3  2  9  6  7  4  3  9  10  7  5  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  9  6  100  6  100  100  100  100  100  2  7  10
2  9  100  7  2  9  100  3  100  9  3  100  100  100
3  6  7  100  6  100  100  7  100  100  2  100  100  100
4  100  2  6  100  3  100  100  100  5  100  9  100  100
5  6  9  100  3  100  7  100  100  100  100  100  7  100
6  100  100  100  100  7  100  2  100  100  100  100  100  100
7  100  3  7  100  100  2  100  8  6  100  100  100  100
8  100  100  100  100  100  100  8  100  5  100  100  100  6
9  100  9  100  5  100  100  6  5  100  3  100  100  7
10  100  3  2  100  100  100  100  100  3  100  9  100  100
11  2  100  100  9  100  100  100  100  100  9  100  5  100
12  7  100  100  100  7  100  100  100  100  100  5  100  3
13  10  100  100  100  100  100  100  6  7  100  100  3  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  1  0  0  0  0  0  0  0  1  0  0
2  .  .  0  1  0  0  1  0  0  1  0  0  0
3  .  .  .  0  0  0  0  0  0  1  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  0  0  0  1  0  0
2  .  .  0  1  0  0  1  0  0  1  0  0  0
3  .  .  .  0  0  0  0  0  0  1  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  11
2  2  4
3  3  10
4  6  7
5  2  7
6  2  10
7  4  5
8  9  10
9  12  13
10  8  9
11  11  12
12  1  3
;
