param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  2  6  6  9  7  8  6  2  7  7  9  6
2  2  100  3  5  5  6  2  2  6  7  3  7  3
3  6  3  100  6  2  4  5  9  9  5  6  8  3
4  6  5  6  100  3  8  6  5  9  10  2  4  9
5  9  5  2  3  100  9  8  5  8  4  5  2  8
6  7  6  4  8  9  100  4  3  3  4  9  6  8
7  8  2  5  6  8  4  100  8  5  10  8  5  6
8  6  2  9  5  5  3  8  100  4  3  10  7  3
9  2  6  9  9  8  3  5  4  100  7  2  9  2
10  7  7  5  10  4  4  10  3  7  100  7  4  5
11  7  3  6  2  5  9  8  10  2  7  100  3  4
12  9  7  8  4  2  6  5  7  9  4  3  100  2
13  6  3  3  9  8  8  6  3  2  5  4  2  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  8  100  100  100  100  100  100  100  100  100  100  9
2  8  100  6  5  100  8  100  100  6  100  100  100  100
3  100  6  100  10  100  100  100  100  100  100  100  100  100
4  100  5  10  100  9  100  100  100  100  5  4  100  100
5  100  100  100  9  100  4  8  100  100  7  100  100  100
6  100  8  100  100  4  100  10  100  100  100  7  100  100
7  100  100  100  100  8  10  100  8  5  5  100  2  100
8  100  100  100  100  100  100  8  100  4  7  7  100  100
9  100  6  100  100  100  100  5  4  100  10  100  100  100
10  100  100  100  5  7  100  5  7  10  100  10  2  100
11  100  100  100  4  100  7  100  7  100  10  100  9  100
12  100  100  100  100  100  100  2  100  100  2  9  100  9
13  9  100  100  100  100  100  100  100  100  100  100  9  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  1
2  .  .  1  1  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  1  1  0  0
5  .  .  .  .  .  1  0  0  0  1  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  1  0  0  1  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  1  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  1  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  1  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  1  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  1  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  7  12
2  10  12
3  4  11
4  5  6
5  8  9
6  2  4
7  4  10
8  7  9
9  2  3
10  5  10
11  1  2
12  1  13
;
